job title,company name,location,skills,links
Cost Accountant,Happy Joe's Pizza & Ice Cream - Middle East -,"Haram, Giza, Egypt ",Full TimeExperienced · 4 - 6 Yrs of Exp · Accounting/Finance · Accounting · Cost Accounting · Finance · Financial Analysis,https://wuzzuf.net/jobs/p/dlgURQB9LCXI-Cost-Accountant-Happy-Joes-Pizza-Ice-Cream---Middle-East-Giza-Egypt?o=35&l=sp&t=sj&a=restaurent|search-v3|hpb
,,,,
Electrical Maintenance Intern - Alexandria,Prometeon Tyres Group – Egypt  (Ex-Pirelli Tyres Egypt) -,"Ameria, Alexandria, Egypt ",InternshipEntry Level · 0 - 1 Yrs of Exp · males_only · Installation/Maintenance/Repair · Manufacturing/Production · Engineering - Mechanical/Electrical · Electrical Engineering · Electrical · Maintenance · Engineering · Communication · Industrial · English,https://wuzzuf.net/jobs/p/IK7Dh78jbV6n-Electrical-Maintenance-Intern---Alexandria-Prometeon-Tyres-Group-–-Egypt-Ex-Pirelli-Tyres-Egypt-Alexandria-Egypt?o=36&l=sp&t=sj&a=restaurent|search-v3|hpb
,,,,
Operations Specialist,Qurba -,"Alexandria, Egypt ",Full TimeShift BasedWork From HomeEntry Level · 1 - 3 Yrs of Exp · Customer Service/Support · Logistics/Supply Chain · Operations/Management · operation · Business Administration · Customer Support · Customer Care · Customer Relations · Business English · Communication,https://wuzzuf.net/jobs/p/o4hMkBX8NVqe-Operations-Specialist-Qurba-Alexandria-Egypt?o=37&l=sp&t=sj&a=restaurent|search-v3|hpb
,,,,
Area Sales Manager - Cairo & Giza,Confidential -,"Heliopolis, Cairo, Egypt ",Full TimeManager · 7 - 12 Yrs of Exp · Operations/Management · Sales/Retail · Communication · Customer Service · Negotiation · People Management · Sales · sales skills · Sales Target · Presentation,https://wuzzuf.net/jobs/p/iEanG5W8Un6t-Area-Sales-Manager---Cairo-Giza-Cairo-Egypt?o=38&l=sp&t=sj&a=restaurent|search-v3|hpb
,,,,
Food And Beverage Manager,BiznEX -,"Downtown, Cairo, Egypt ",Full TimeExperienced · 4 - 15 Yrs of Exp · Hospitality/Hotels/Food Services · Logistics/Supply Chain · Operations/Management · Beverage · FMCG · Food · food and beverage · Manager · Operations Management,https://wuzzuf.net/jobs/p/Dkm7FKhYOLdr-Food-And-Beverage-Manager-BiznEX-Cairo-Egypt?o=39&l=sp&t=sj&a=restaurent|search-v3|hpb
,,,,
Sales Representative - Outdoor,AL QASWAA -,"Obour City, Cairo, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · Sales/Retail · Sales · Sales Target · Sales Skills · Communication Skills · Outdoor Sales,https://wuzzuf.net/jobs/p/J2Hsbn4Pgjvr-Sales-Representative---Outdoor-AL-QASWAA-Cairo-Egypt?o=40&l=sp&t=sj&a=restaurent|search-v3|hpb
,,,,
