job title,company name,location,skills,links
Head OF Accounting,Andalusia Group -,"Jeddah, Saudi Arabia ",Full TimeManager · 5+ Yrs of Exp · Accounting/Finance · Operations/Management · Accounting · Accounting Software · analytical · CMA · CPA · excel · Finance · Financial Analysis,https://wuzzuf.net/jobs/p/UE9SrSHjR1sb-Head-OF-Accounting-Andalusia-Group-Jeddah-Saudi-Arabia?o=25&l=sp&t=sj&a=accounting|search-v3|hpb
Accounting Team Leader,4D Group Construction & Trading -,"Nasr City, Cairo, Egypt ",Full TimeManager · 6 - 10 Yrs of Exp · males_only · Accounting/Finance · Finance · Accounting · Financial Accounting · Financial Analysis · Team management · CMA · Microsoft Office,https://wuzzuf.net/jobs/p/hhBMY40vNMm3-Accounting-Team-Leader-4D-Group-Construction-Trading-Cairo-Egypt?o=26&l=sp&t=sj&a=accounting|search-v3|hpb
Accounting Manager,Talabeyah -,"New Menia, Minya, Egypt ",Full TimeManager · 7 - 10 Yrs of Exp · males_only · Accounting/Finance · Accounting · Communication · Communication skills · Finance · Financial Analysis · Financial Management · FMCG · analytical · Management,https://wuzzuf.net/jobs/p/07l8ySDswb4A-Accounting-Manager-Talabeyah-Minya-Egypt?o=27&l=sp&t=sj&a=accounting|search-v3|hpb
Head OF Accounting,Zekri Tours -,"Giza, Giza, Egypt ",Full TimeManager · 5 - 8 Yrs of Exp · males_only · Accounting/Finance · Operations/Management · Accounting · Audit · Finance · Financial Control · Financial Management · Management · Financial Analysis · Financial Audit,https://wuzzuf.net/jobs/p/rKnH319xcmPv-Head-OF-Accounting-Zekri-Tours-Giza-Egypt?o=28&l=sp&t=sj&a=accounting|search-v3|hpb
Microsoft Dynamics 365 ERP Administrator - Accounting Functional Support,Mamiba  -,"6th of October, Giza, Egypt ",Full TimeExperienced · 7 - 10 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Dynamics · Dynamics AX · ERP · Finance · Ax · Information Technology (IT),https://wuzzuf.net/jobs/p/7G08UvHjXJaQ-Microsoft-Dynamics-365-ERP-Administrator---Accounting-Functional-Support-Mamiba-Giza-Egypt?o=29&l=sp&t=sj&a=accounting|search-v3|hpb
Accounting Section Head,Groupe- Atlantic -,"10th of Ramadan City, Cairo, Egypt ",Full TimeManager · 7+ Yrs of Exp · Accounting/Finance · Accounting · excel · Finance · Microsoft Excel · Microsoft Office · IFRS,https://wuzzuf.net/jobs/p/zPF2l6me0nWT-Accounting-Section-Head-Groupe--Atlantic-Cairo-Egypt?o=30&l=sp&t=sj&a=accounting|search-v3|hpb
Accounting Manager,Kitchino -,"Salam City, Cairo, Egypt ",Full TimeManager · 5 - 10 Yrs of Exp · males_only · Accounting/Finance · Operations/Management · Furniture · Kitchens · Accounting · Financial Management · CMA · Finance · Financial Analysis,https://wuzzuf.net/jobs/p/IxmIZFCATgAE-Accounting-Manager-Kitchino-Cairo-Egypt?o=31&l=sp&t=sj&a=accounting|search-v3|hpb
Head Of Accounting - Cairo,Unimix Egypt for Readymix concrete -,"Nasr City, Cairo, Egypt ",Full TimeManager · 5+ Yrs of Exp · Accounting/Finance · Operations/Management · Accounting · Construction · Finance · CPA · Microsoft Office · Tax · Communication skills · Financial Accounting,https://wuzzuf.net/jobs/p/0LDiGNAkbV1m-Head-Of-Accounting---Cairo-Unimix-Egypt-for-Readymix-concrete-Cairo-Egypt?o=32&l=sp&t=sj&a=accounting|search-v3|hpb
Accounting Supervisor,Fawry Banking & Payment Technology Services -,"Smart Village, Giza, Egypt ",Full TimeExperienced · 4 - 6 Yrs of Exp · Accounting/Finance · Banking · Finance · English · Bookkeeping · Tax · Accounting · Financial Management · Financial Analysis,https://wuzzuf.net/jobs/p/PvVPQIPkHDiZ-Accounting-Supervisor-Fawry-Banking-Payment-Technology-Services-Giza-Egypt?o=33&l=sp&t=sj&a=accounting|search-v3|hpb
Accounting Officer - Sharm AlShaeik,Special Travel Service  -,"Sharm Alsheikh, South Sinai, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · Accounting/Finance · Accounting · Computer Skills,https://wuzzuf.net/jobs/p/gkaym9t1oSy4-Accounting-Officer---Sharm-AlShaeik-Special-Travel-Service-South-Sinai-Egypt?o=34&l=sp&t=sj&a=accounting|search-v3|hpb
Accounting Officer(English Section),NEXtCARE -,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · males_only · Accounting/Finance · Finance · Accounting · Financial Analysis · TPA · BPO · Accounting Software · English · Medical,https://wuzzuf.net/jobs/p/DkgktFV46xKf-Accounting-OfficerEnglish-Section-NEXtCARE-Cairo-Egypt?o=35&l=sp&t=sj&a=accounting|search-v3|hpb
Chief Accounting Officer,Confidential -,"Heliopolis, Cairo, Egypt ",Full TimeManager · 7 - 10 Yrs of Exp · Accounting/Finance · Administration · Operations/Management · Accounting · Financial Management · Finance · analytical · Accounting Software · Financial Analysis,https://wuzzuf.net/jobs/p/z1sa2X7iVO3D-Chief-Accounting-Officer-Cairo-Egypt?o=36&l=sp&t=sj&a=accounting|search-v3|hpb
