job title,company name,location,skills,links
PHP Developer,Longman Egypt -,"Dokki, Giza, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Software Development · PHP · JavaScript · jQuery · AJAX,https://wuzzuf.net/jobs/p/jc2QIblzBXF5-PHP-Developer-Longman-Egypt-Giza-Egypt?o=22&l=sp&t=sj&a=javascript|search-v3|hpb
,,,,
Senior Full-Stack .NET Developer,ARROW Electronics  -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · NET · Full-Stack · Information Technology (IT) · .Net · Angular · ASP.Net · Computer Science · HTML,https://wuzzuf.net/jobs/p/f3YGJ23s0o6l-Senior-Full-Stack-NET-Developer-ARROW-Electronics-Cairo-Egypt?o=23&l=sp&t=sj&a=javascript|search-v3|hpb
,,,,
.Net Senior Developer,FlairsTech -,"Maadi, Cairo, Egypt ",Full TimeExperienced · 5 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · application · Computer Science · Bugs · Debugging · Design · Development · Information Technology (IT) · Software,https://wuzzuf.net/jobs/p/4mZvJoUmxfKo-Net-Senior-Developer-FlairsTech-Cairo-Egypt?o=24&l=sp&t=sj&a=javascript|search-v3|hpb
,,,,
Java Team lead,Agile Technologies  -,"Maadi, Cairo, Egypt ",Full TimeManager · 10+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Agile · Angular · Computer Science · CSS · HTML · Information Technology (IT) · Java · JavaScript,https://wuzzuf.net/jobs/p/S87vAIKlqgGK-Java-Team-lead-Agile-Technologies-Cairo-Egypt?o=25&l=sp&t=sj&a=javascript|search-v3|hpb
,,,,
Senior .Net Developer,Advansys ESC -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 4 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · .NET · Software Development · Troubleshooting · SQL · Coding · Application Development,https://wuzzuf.net/jobs/p/WiG8YQYL9Yzu-Senior-Net-Developer-Advansys-ESC-Cairo-Egypt?o=26&l=sp&t=sj&a=javascript|search-v3|hpb
,,,,
Full Stack Developer,Crystal Mind -,"Cairo, Egypt ",Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · HTML · Information Technology (IT) · CSS · JavaScript · MySQL · React · Software Development,https://wuzzuf.net/jobs/p/1tDWuZ08A0oJ-Full-Stack-Developer-Crystal-Mind-Cairo-Egypt?o=27&l=sp&t=sj&a=javascript|search-v3|hpb
,,,,
Devops Engineer,KnowledgeNet -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 3 - 6 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Agile · Computer Engineering · Computer Science · DevOps · Engineering · Information Technology (IT) · JavaScript,https://wuzzuf.net/jobs/p/8Tdpnh0XnXsi-Devops-Engineer-KnowledgeNet-Cairo-Egypt?o=28&l=sp&t=sj&a=javascript|search-v3|hpb
,,,,
Senior .Net Full Stack Web Developer,Confidential -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 2 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Programming · Computer Science · Angular · Engineering · Git · HTML5 · Information Technology (IT) · JavaScript,https://wuzzuf.net/jobs/p/TQIczIwQ0Hn6-Senior-Net-Full-Stack-Web-Developer-Cairo-Egypt?o=29&l=sp&t=sj&a=javascript|search-v3|hpb
,,,,
