job title,company name,location,skills,links
Office Manager / Secretary,Soho Studio -,"Sheikh Zayed, Giza, Egypt ",Full TimeExperienced · 3 - 4 Yrs of Exp · Administration · Operations/Management · Office Management · Administration · English · Business Administration · Microsoft Office · Research · Accounting · Secretary,https://wuzzuf.net/jobs/p/cQSD8w3X8RMU-Office-Manager-Secretary-Soho-Studio-Giza-Egypt?o=15&l=sp&t=sj&a=secretary|search-v3|hpb
Clinic Secretary,Oro Clinics -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 2 - 5 Yrs of Exp · Administration · Customer Service/Support · receptionist · Secretary · Clinic Management · Office management · Customer Service,https://wuzzuf.net/jobs/p/aQ3aG65YUDAC-Clinic-Secretary-Oro-Clinics-Cairo-Egypt?o=16&l=sp&t=sj&a=secretary|search-v3|hpb
Executive Secretary CEO,Arab Security Group -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · Administration · Secretary · Administration · Microsoft Office · Communication Skills · Engish,https://wuzzuf.net/jobs/p/CugF4PLD4j9J-Executive-Secretary-CEO-Arab-Security-Group-Cairo-Egypt?o=17&l=sp&t=sj&a=secretary|search-v3|hpb
Accountant / Secretary,Tashkeel -,"Mohandessin, Giza, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · Accounting/Finance · Administration · Accounting · Administration · Finance · Admin · Microsoft Office,https://wuzzuf.net/jobs/p/fkWGKGZRK0Xt-Accountant-Secretary-Tashkeel-Giza-Egypt?o=18&l=sp&t=sj&a=secretary|search-v3|hpb
Executive Secretary,Go business -,"Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · Administration · Office management · Business Administration · Secretary · Executive Management · Administration · Communication,https://wuzzuf.net/jobs/p/z74YAP8D4y7W-Executive-Secretary-Go-business-Cairo-Egypt?o=19&l=sp&t=sj&a=secretary|search-v3|hpb
Secretary,Confidential -,"10th of Ramadan City, Cairo, Egypt ",Full TimeEntry Level · 0 - 2 Yrs of Exp · Administration · Admin · Administration · Office management · Microsoft Office · Secretary · English,https://wuzzuf.net/jobs/p/Elpzpe1YMOzh-Secretary-Cairo-Egypt?o=20&l=sp&t=sj&a=secretary|search-v3|hpb
Secretary,Bmix -,"Haram, Giza, Egypt ",Full TimeExperienced · 1 - 3 Yrs of Exp · Administration · Customer Service/Support · Operations/Management · Office management · Administration · Communication · Management · Microsoft Office · Time Management · Secretary,https://wuzzuf.net/jobs/p/blVNWLCm0UGJ-Secretary-Bmix-Giza-Egypt?o=21&l=sp&t=sj&a=secretary|search-v3|hpb
Administrative Secretary,capital office furniture -,"Nasr City, Cairo, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · Administration · Administration · Office management · office · MS Office · Secretary · Time Management · Communication · excel · Management,https://wuzzuf.net/jobs/p/zsaio2ADE8LJ-Administrative-Secretary-capital-office-furniture-Cairo-Egypt?o=22&l=sp&t=sj&a=secretary|search-v3|hpb
Executive Secretary (Spanish Language).,Dallant Middle East -,"Heliopolis, Cairo, Egypt ",Full TimeEntry Level · females_only · Administration · Customer Service/Support · Administration · Sales Support · Spanish · Office management · Microsoft Office · Secretary · English,https://wuzzuf.net/jobs/p/F7wDU94VeF14-Executive-Secretary-Spanish-Language-Dallant-Middle-East-Cairo-Egypt?o=23&l=sp&t=sj&a=secretary|search-v3|hpb
Receptionist/Secretary,BioEnergy -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · 0 - 2 Yrs of Exp · females_only · Administration · Receptionist · Secretary · Office Management · Admin · Administration · Microsoft Office · English · MS Office · Admin Work,https://wuzzuf.net/jobs/p/ey0GN14AEetQ-ReceptionistSecretary-BioEnergy-Cairo-Egypt?o=24&l=sp&t=sj&a=secretary|search-v3|hpb
Secretary,MAXCARE -,"Mokattam, Cairo, Egypt ",Full TimeEntry Level · 0 - 1 Yrs of Exp · females_only · Administration · Customer Service/Support · Operations/Management · Secretary · Administration · Office management · Microsoft Office,https://wuzzuf.net/jobs/p/kupZL410np3Y-Secretary-MAXCARE-Cairo-Egypt?o=25&l=sp&t=sj&a=secretary|search-v3|hpb
Secretary - Marketing Department,Confidential -,"Maadi, Cairo, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · Administration · Transportation · Coordinatino · Administration · Logistics · Export · Customer Service Coordination · Customer Service · Customer Care · Customer Support,https://wuzzuf.net/jobs/p/NIUkgupmEhoW-Secretary---Marketing-Department-Cairo-Egypt?o=26&l=sp&t=sj&a=secretary|search-v3|hpb
Executive Secretary,Maher Group -,"Cairo, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · Administration · Administration · MS Office · Communication Skills,https://wuzzuf.net/jobs/p/scCasrTn0TII-Executive-Secretary-Maher-Group-Cairo-Egypt?o=27&l=sp&t=sj&a=secretary|search-v3|hpb
Administrative Secretary,Dr hesham rashed dental clinic -,"New Cairo, Cairo, Egypt ",Part TimeEntry Level · 1 - 10 Yrs of Exp · Administration · Administration · Communication skills · Accounting · Office management · English · Secretary · Microsoft Office · Dental Clinic,https://wuzzuf.net/jobs/p/FtHveb6yKHVK-Administrative-Secretary-Dr-hesham-rashed-dental-clinic-Cairo-Egypt?o=28&l=sp&t=sj&a=secretary|search-v3|hpb
Secretary CAD Drafter,TEPCO S.A.E. -,"6th of October, Giza, Egypt ",Full TimeExperienced · 2 - 5 Yrs of Exp · Administration · Data Archiving · Administration · English · CAD,https://wuzzuf.net/jobs/p/XfVNSCYmiQPj-Secretary-CAD-Drafter-TEPCO-S-A-E-Giza-Egypt?o=29&l=sp&t=sj&a=secretary|search-v3|hpb
Secretary/Receptionist,4D Group Construction & Trading -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · females_only · Administration · Customer Service/Support · Administration · Assistant · Communication · Computer Skills · English · Microsoft Office · Office management · Secretary,https://wuzzuf.net/jobs/p/YMQwDVbNH3vt-SecretaryReceptionist-4D-Group-Construction-Trading-Cairo-Egypt?o=30&l=sp&t=sj&a=secretary|search-v3|hpb
Secretary,Amer vision -,"Sheraton, Cairo, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · Administration · Operations/Management · Administration · Secretary · Communication skills · English · Microsoft Office · Office management · Communication · MS Office,https://wuzzuf.net/jobs/p/elJvhdVY0eD7-Secretary-Amer-vision-Cairo-Egypt?o=31&l=sp&t=sj&a=secretary|search-v3|hpb
Secretary,Espranza for Scientific Instruments -,"Nasr City, Cairo, Egypt ",Full TimeEntry Level · 1 - 2 Yrs of Exp · Administration · Administration · Office Management · Admin · Customer Service · MS Office · Secretary · Microsoft Office · English,https://wuzzuf.net/jobs/p/icn3kaM6afB4-Secretary-Espranza-for-Scientific-Instruments-Cairo-Egypt?o=32&l=sp&t=sj&a=secretary|search-v3|hpb
Secretary,"Al telal company for packing ,suppling and exporting food stuffs -","Haram, Giza, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · Operations/Management · English · Microsoft Office · Communication · Office management · Administration,https://wuzzuf.net/jobs/p/xUlXlIDZaupg-Secretary-Al-telal-company-for-packing-suppling-and-exporting-food-stuffs-Giza-Egypt?o=33&l=sp&t=sj&a=secretary|search-v3|hpb
Secretary,Tanmia  -,"6th of October, Giza, Egypt ",Full TimeExperienced · 2 - 5 Yrs of Exp · females_only · Administration · Administration · Secretary · Office management · Microsoft Office,https://wuzzuf.net/jobs/p/AhNl6qz1dLTd-Secretary-Tanmia-Giza-Egypt?o=34&l=sp&t=sj&a=secretary|search-v3|hpb
Executive Secretary,El Khalifa group -,"Hadayek Alahram, Giza, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · Administration · Administration · Executive Secretary · Secretary · Microsoft Office · Administrative Assistance · Office Management · Front Desk,https://wuzzuf.net/jobs/p/xlOTSkPAywdc-Executive-Secretary-El-Khalifa-group-Giza-Egypt?o=35&l=sp&t=sj&a=secretary|search-v3|hpb
Secretary,Zee Dental clinic -,"Heliopolis, Cairo, Egypt ",Full TimeEntry Level · Administration · Secretary · Office management · Administration · Microsoft Office · Dentistry,https://wuzzuf.net/jobs/p/PanbHXFyKi3h-Secretary-Zee-Dental-clinic-Cairo-Egypt?o=36&l=sp&t=sj&a=secretary|search-v3|hpb
Secretary - English,CompactSoft  -,"Cairo, Egypt ",Full TimeEntry Level · 1 - 5 Yrs of Exp · females_only · Administration · Accounting · English · Secretary · Administration · Commerce · Office management · Arts,https://wuzzuf.net/jobs/p/dj5MYhcRutZz-Secretary---English-CompactSoft-Cairo-Egypt?o=37&l=sp&t=sj&a=secretary|search-v3|hpb
Executive Secretary – Alexandria,Capital logistics -,"Mahta Alraml, Alexandria, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · females_only · Administration · Administration · Microsoft Office · Office management · Secretary · Communication · Executive Management,https://wuzzuf.net/jobs/p/dyXLiTr6dFC1-Executive-Secretary-–-Alexandria-Capital-logistics-Alexandria-Egypt?o=38&l=sp&t=sj&a=secretary|search-v3|hpb
Executive Secretary,Confidential -,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 4+ Yrs of Exp · females_only · Administration · Operations/Management · Administration · Secretary · Admin Work · Admin Assistant · Microsoft Office · Office Management · personal assistant · Assistant,https://wuzzuf.net/jobs/p/IHfuAh8lXCBp-Executive-Secretary-Cairo-Egypt?o=39&l=sp&t=sj&a=secretary|search-v3|hpb
Executive Assistant to The General Secretary,Premium Card -,"Dokki, Giza, Egypt ",Full TimeExperienced · 5 - 8 Yrs of Exp · Administration · Administration · Office Management · Banking · Microsoft Office,https://wuzzuf.net/jobs/p/zODM203i6KJR-Executive-Assistant-to-The-General-Secretary-Premium-Card-Giza-Egypt?o=40&l=sp&t=sj&a=secretary|search-v3|hpb
Secretary,Dr Alaa Hagag Clinic -,"Heliopolis, Cairo, Egypt ",Full TimeEntry Level · 0 - 2 Yrs of Exp · females_only · Administration · Administration · Secretary · Microsoft Office · Office Management · Customer Service · Admin · English,https://wuzzuf.net/jobs/p/2TIbBACu0Kbc-Secretary-Dr-Alaa-Hagag-Clinic-Cairo-Egypt?o=41&l=sp&t=sj&a=secretary|search-v3|hpb
CEO Executive Secretary,International Duty Free -,"Maadi, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · females_only · Administration · English · Secretary · Administration · Communication · Office management · Microsoft Office,https://wuzzuf.net/jobs/p/3NmcwcmuywnX-CEO-Executive-Secretary-International-Duty-Free-Cairo-Egypt?o=42&l=sp&t=sj&a=secretary|search-v3|hpb
Executive Secretary,eelu -,"Dokki, Giza, Egypt ",Full TimeManager · 12+ Yrs of Exp · Administration · Secretary · Office Management · Executive Secretary · Administration · English · Administrative · Arabic,https://wuzzuf.net/jobs/p/ia1iW2HR7ZJi-Executive-Secretary-eelu-Giza-Egypt?o=43&l=sp&t=sj&a=secretary|search-v3|hpb
Secretary and Receptionist,Confidential -,"Smart Village, Giza, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · Administration · Customer Service/Support · Admin Administration · Administration · Office Management · Microsoft Office · English · Secretary · Human Resources,https://wuzzuf.net/jobs/p/OmrokxZ9uTc2-Secretary-and-Receptionist-Giza-Egypt?o=44&l=sp&t=sj&a=secretary|search-v3|hpb
Secretary,OneMore.egypt -,"Obour City, Cairo, Egypt ",Full TimeExperienced · 3 - 6 Yrs of Exp · Administration · business · Communication · Administration · Secretary · Planning · Skills · Office management · Microsoft Office,https://wuzzuf.net/jobs/p/xMXASjcAtnsl-Secretary-OneMore-egypt-Cairo-Egypt?o=45&l=sp&t=sj&a=secretary|search-v3|hpb
Administrative Executive Secretary,EAST  -,"Maadi, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · Administration · Administration · Office management · Arabic · English,https://wuzzuf.net/jobs/p/1dEotmm2Bauu-Administrative-Executive-Secretary-EAST-Cairo-Egypt?o=46&l=sp&t=sj&a=secretary|search-v3|hpb
Secretary,Confidential -,"Cairo, Egypt ",Full TimeExperienced · 5 - 7 Yrs of Exp · Administration · Operations/Management · Communication · Communication skills · Administration · Management · Microsoft Office · Secretary · Office Management · Front Desk,https://wuzzuf.net/jobs/p/KRPEH2V5K7Ht-Secretary-Cairo-Egypt?o=47&l=sp&t=sj&a=secretary|search-v3|hpb
Operations Secretary For Medical Devices Service Center,Medical Empire -,"Heliopolis, Cairo, Egypt ",Full TimeEntry Level · 2+ Yrs of Exp · Administration · Operations/Management · Customer Care · Customer Service · Operations · Customer Support · Administration · Biomedical Engineering,https://wuzzuf.net/jobs/p/ypqfzGXmsqtw-Operations-Secretary-For-Medical-Devices-Service-Center-Medical-Empire-Cairo-Egypt?o=48&l=sp&t=sj&a=secretary|search-v3|hpb
Secretary,Dahab for import @ export -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · 1 - 2 Yrs of Exp · females_only · Administration · Administration · Microsoft · excel · Office management · Reception · Secretary,https://wuzzuf.net/jobs/p/w9de3zgsO9aY-Secretary-Dahab-for-import-export-Cairo-Egypt?o=49&l=sp&t=sj&a=secretary|search-v3|hpb
Chinese & English Secretary,Digiton Group -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · 1 - 2 Yrs of Exp · Administration · Chinese · Administration · Skills · Secretary · English · Microsoft Office · Writing · Communication skills · Communication,https://wuzzuf.net/jobs/p/nlNv04y4kea2-Chinese-English-Secretary-Digiton-Group-Cairo-Egypt?o=50&l=sp&t=sj&a=secretary|search-v3|hpb
Secretarial and Reception,voyage study abroad -,"6th of October, Giza, Egypt ",Full TimeEntry Level · 1 - 4 Yrs of Exp · Administration · Customer Service/Support · Administration · Management · Office management · Secretary · Reception · Communication · computer,https://wuzzuf.net/jobs/p/oL1GZ9M9E0gp-Secretarial-and-Reception-voyage-study-abroad-Giza-Egypt?o=51&l=sp&t=sj&a=secretary|search-v3|hpb
Secretary - Middle School - French/English Speaker,Groupe Oasis Scolaire -,"Maadi, Cairo, Egypt ",Full TimeExperienced · 2 - 3 Yrs of Exp · Administration · Secretary · Administration · Office Management · Microsoft Office · Computer Skills · Admin · Typing,https://wuzzuf.net/jobs/p/kQdFNfA9mTIH-Secretary---Middle-School---FrenchEnglish-Speaker-Groupe-Oasis-Scolaire-Cairo-Egypt?o=52&l=sp&t=sj&a=secretary|search-v3|hpb
