job title,company name,location,skills,links
User Experience Designer,Limbic Entertainment (Cairo Office) -,"Heliopolis, Cairo, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Experience · Design · Games · UI/UX · Ui/ux Design · UX · UX Design,https://wuzzuf.net/jobs/p/Zux9VQFNnADN-User-Experience-Designer-Limbic-Entertainment-Cairo-Office-Cairo-Egypt?o=14&l=sp&t=sj&a=gaming|search-v3|hpb
Programming / Computer Science Instructor for Students,Edu-Zone -,"Cairo, Egypt ",Full TimePart TimeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Education/Teaching · Software Development · Software Engineering · Java Software Development · Android Software · Computer Science · Computer Engineering · Computer Systems,https://wuzzuf.net/jobs/p/n33MR42mAdJs-Programming-Computer-Science-Instructor-for-Students-Edu-Zone-Cairo-Egypt?o=15&l=sp&t=sj&a=gaming|search-v3|hpb
Sales Assistant (Seasonal) - New cairo,Shamy Stores -,"New Cairo, Cairo, Egypt ",Full TimeFreelance / ProjectStudent · 0 - 1 Yrs of Exp · Administration · Sales/Retail · Sales · Sales Skills · Indoor Sales · Sales Target · Microsoft Office · Video Games · Games · Customer Service,https://wuzzuf.net/jobs/p/WWXtqE7bNSx0-Sales-Assistant-Seasonal---New-cairo-Shamy-Stores-Cairo-Egypt?o=16&l=sp&t=sj&a=gaming|search-v3|hpb
Sales Assistant (Seasonal) - Alexandria,Shamy Stores -,"Alexandria, Egypt ",Full TimeFreelance / ProjectStudent · 0 - 1 Yrs of Exp · Sales/Retail · Sales · Sales Skills · Indoor Sales · Sales Target · Outdoor Sales · Microsoft Office · Video Games · Games · Customer Service,https://wuzzuf.net/jobs/p/OGLFQ5A9EQXj-Sales-Assistant-Seasonal---Alexandria-Shamy-Stores-Alexandria-Egypt?o=17&l=sp&t=sj&a=gaming|search-v3|hpb
Robotics & Steam Instructor (for Kids),Edu-Zone -,"Cairo, Egypt ",Full TimePart TimeEntry Level · 0 - 3 Yrs of Exp · Engineering - Mechanical/Electrical · Education/Teaching · Training/Instructor · Arduino · 3D Printing · Instructor · Education · Programming · Mechanical · Robotics,https://wuzzuf.net/jobs/p/DYXOIa3JBCsT-Robotics-Steam-Instructor-for-Kids-Edu-Zone-Cairo-Egypt?o=18&l=sp&t=sj&a=gaming|search-v3|hpb
Sales Assistant ( Seasonal ) - Mall Of Egypt,Shamy Stores -,"6th of October, Giza, Egypt ",Full TimeFreelance / ProjectEntry Level · 0 - 2 Yrs of Exp · males_only · Sales/Retail · Sales · Sales Skills · Sales Target · Indoor Sales · Outdoor Sales · Gaming · English,https://wuzzuf.net/jobs/p/P0L8sFWrzGtJ-Sales-Assistant-Seasonal---Mall-Of-Egypt-Shamy-Stores-Giza-Egypt?o=19&l=sp&t=sj&a=gaming|search-v3|hpb
Unity Instructor,iSchool -,"Nasr City, Cairo, Egypt ",Full TimePart TimeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Education/Teaching · Training/Instructor · Computer Science · Software Engineering · Coding · Ed-tech · Steam · Stem · STEAM,https://wuzzuf.net/jobs/p/TM2YYOkZs7O8-Unity-Instructor-iSchool-Cairo-Egypt?o=20&l=sp&t=sj&a=gaming|search-v3|hpb
Coding Coach,iSchool -,"Nasr City, Cairo, Egypt ",Part TimeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Training/Instructor · Computer Science · Software Engineering · Coding · Ed-tech · Steam · Stem · STEAM · STEM,https://wuzzuf.net/jobs/p/8lqSBkNL3h9r-Coding-Coach-iSchool-Cairo-Egypt?o=21&l=sp&t=sj&a=gaming|search-v3|hpb
Technical Artist,Limbic Entertainment (Cairo Office) -,"Sheraton, Cairo, Egypt ",Full TimeEntry Level · 1+ Yrs of Exp · Creative/Design/Art · IT/Software Development · Unreal Engine · Game development · Scripting · VFX · Autodesk Maya · Autodesk 3ds Max · Adobe Photoshop · Python,https://wuzzuf.net/jobs/p/SYnDg6kCjl2x-Technical-Artist-Limbic-Entertainment-Cairo-Office-Cairo-Egypt?o=22&l=sp&t=sj&a=gaming|search-v3|hpb
Unity Developer,Almotahida Education -,"Mokattam, Cairo, Egypt ",Full TimePart TimeExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Game · Unity · Unity3D · Animation · Computer Engineering · Computer Science · Development · Engineering,https://wuzzuf.net/jobs/p/x7DHVLKaAyLL-Unity-Developer-Almotahida-Education-Cairo-Egypt?o=23&l=sp&t=sj&a=gaming|search-v3|hpb
