Senior Software Developer (.NET Core),CEPRES -,"Cairo, Egypt ",Full TimeExperienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · JavaScript · React · React.js · Redux · front-end · Information Technology (IT) · CSS · HTML,https://wuzzuf.net/jobs/p/kKOa6TBU375V-Senior-Software-Developer-NET-Core-CEPRES-Cairo-Egypt?o=57&l=sp&t=sj&a=software engineer|search-v3|hpb
Technical Mentor - Software Developer (Fluent in English),Fekra Technology Solutions and Construction -,"Dokki, Giza, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering · Software Development · React · Java · JavaScript · Coaching · HSE,https://wuzzuf.net/jobs/p/2BGQH9BsfBqR-Technical-Mentor---Software-Developer-Fluent-in-English-Fekra-Technology-Solutions-and-Construction-Giza-Egypt?o=58&l=sp&t=sj&a=software engineer|search-v3|hpb
Software Engineer (Python),Paymob Solutions -,"Maadi, Cairo, Egypt ",Full TimeExperienced · 2 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · AWS · Python · PHP · MySQL · JavaScript · JSON · Information Technology (IT) · HTML,https://wuzzuf.net/jobs/p/bxNaLimAkmF8-Software-Engineer-Python-Paymob-Solutions-Cairo-Egypt?o=59&l=sp&t=sj&a=software engineer|search-v3|hpb
Software Quality Assurance Engineer,Catalogz Technology -,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Computer Science · Software · Quality Assurance · Software Testing · English · Java · JIRA,https://wuzzuf.net/jobs/p/AsTA5B2nZeUp-Software-Quality-Assurance-Engineer-Catalogz-Technology-Cairo-Egypt?o=60&l=sp&t=sj&a=software engineer|search-v3|hpb
job title,company name,location,skills,links
Senior Machine Learning Engineer,Nana -,"Sheraton, Cairo, Egypt ",Full TimeExperienced · 5 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Machine Learning · Python · JavaScript · r · Computer Science · Information Technology (IT) · Mathematics,https://wuzzuf.net/jobs/p/faQnVZ9r9Ght-Senior-Machine-Learning-Engineer-Nana-Cairo-Egypt?o=91&l=sp&t=sj&a=software engineer|search-v3|hpb
Devops Engineer,WUZZUF -,"Maadi, Cairo, Egypt ",Full TimeExperienced · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering · DevOps · Computer Science · Deployment · Information Technology (IT) · Software Development,https://wuzzuf.net/jobs/p/tHRpVgX4XStV-Devops-Engineer-WUZZUF-Cairo-Egypt?o=92&l=sp&t=sj&a=software engineer|search-v3|hpb
Senior Load & Performance Test Engineer,Expleo -,"Maadi, Cairo, Egypt ",Full TimeWork From HomeExperienced · 4 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Agile · DevOps · Engineering · Performance · Testing · JMeter · Software Testing,https://wuzzuf.net/jobs/p/e3Snm2aPf4Re-Senior-Load-Performance-Test-Engineer-Expleo-Cairo-Egypt?o=93&l=sp&t=sj&a=software engineer|search-v3|hpb
"Software Development Team Lead/ Full Stack Development - (Laravel, Vue, Golang)",Our Education -,"Nasr City, Cairo, Egypt ",Full TimeManager · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Software Development · Software Engineering · Engineering · Computer Science · Web Development · PHP · OOP,https://wuzzuf.net/jobs/p/z3o4zOWBaI2e-Software-Development-Team-Lead-Full-Stack-Development---Laravel-Vue-Golang-Our-Education-Cairo-Egypt?o=94&l=sp&t=sj&a=software engineer|search-v3|hpb
Senior Quality Assurance Engineer,SSC Egypt -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 6 - 8 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Agile · Computer Science · Engineering · Management · quality · Quality Assurance · Quality Control,https://wuzzuf.net/jobs/p/dbEIwUDW2yTB-Senior-Quality-Assurance-Engineer-SSC-Egypt-Cairo-Egypt?o=95&l=sp&t=sj&a=software engineer|search-v3|hpb
Healthcare Software Implementer / HIS Application Specialist,DMS -,"Heliopolis, Cairo, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Medical/Healthcare · Computer Science · Information Technology (IT) · Software Engineering · HIS Applications · healthcare Software Applications · Healthcare · HIS,https://wuzzuf.net/jobs/p/m2STFU8cllAB-Healthcare-Software-Implementer-HIS-Application-Specialist-DMS-Cairo-Egypt?o=96&l=sp&t=sj&a=software engineer|search-v3|hpb
Devops Engineer,EXALT Technologies -,"Cairo, Egypt ",Full TimeWork From HomeEntry Level · 1 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software · Software Development · Software Engineering · Computer Science · SW Development · Python · Bash Scripting · DevOps,https://wuzzuf.net/jobs/p/1g6RgZBnYRKL-Devops-Engineer-EXALT-Technologies-Cairo-Egypt?o=97&l=sp&t=sj&a=software engineer|search-v3|hpb
Devops Engineer,Andela -,"Cairo, Egypt ",Full TimeFreelance / ProjectWork From HomeExperienced · 1 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Software Development · Software Engineering · Engineering · Software · Development · Agile,https://wuzzuf.net/jobs/p/z2IIafg1IBcM-Devops-Engineer-Andela-Cairo-Egypt?o=98&l=sp&t=sj&a=software engineer|search-v3|hpb
DevOps Engineer,Limbic Entertainment (Cairo Office) -,"Heliopolis, Cairo, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · DevOps · Engineering · System Administration · Computer Science · Programming · Software Development · Information Technology (IT) · JIRA,https://wuzzuf.net/jobs/p/SUVqO6lG8yiO-DevOps-Engineer-Limbic-Entertainment-Cairo-Office-Cairo-Egypt?o=99&l=sp&t=sj&a=software engineer|search-v3|hpb
Dot Net Software Developer,SoftTrend -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · 1 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · .Net · ASP.Net · MVC · Full Stack · Information Technology (IT) · Software Development · Computer Science · Software Engineering,https://wuzzuf.net/jobs/p/qx3IdyuoqZhh-Dot-Net-Software-Developer-SoftTrend-Cairo-Egypt?o=100&l=sp&t=sj&a=software engineer|search-v3|hpb
Senior Data Engineer,Andela -,"Cairo, Egypt ",Full TimeFreelance / ProjectWork From HomeExperienced · 4 - 9 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Software Development · Software Engineering · Engineering · Software · Data Science · Data,https://wuzzuf.net/jobs/p/AzlyfhO4TiE4-Senior-Data-Engineer-Andela-Cairo-Egypt?o=101&l=sp&t=sj&a=software engineer|search-v3|hpb
Software Tester,Confidential -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 2 - 3 Yrs of Exp · males_only · IT/Software Development · Quality · Engineering - Telecom/Technology · API · Computer Science · Information Technology (IT) · ISTQB · Java · JIRA · JMeter,https://wuzzuf.net/jobs/p/tU4XlrPyGYPx-Software-Tester-Cairo-Egypt?o=102&l=sp&t=sj&a=software engineer|search-v3|hpb
Senior Quality Engineer,Confidential -,"Maadi, Cairo, Egypt ",Full TimeExperienced · 4+ Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Communication skills · Computer Science · Engineering · engineer · English · Information Technology (IT) · Quality engineer,https://wuzzuf.net/jobs/p/DsO2YL4jyXAX-Senior-Quality-Engineer-Cairo-Egypt?o=103&l=sp&t=sj&a=software engineer|search-v3|hpb
Senior Design Verification Engineer,EXALT Technologies -,"Cairo, Egypt ",Full TimeWork From HomeExperienced · 2 - 6 Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Software · Software Development · Software Engineering · Computer Science · SW Development · Information Technology (IT) · UVM,https://wuzzuf.net/jobs/p/N8Er9Hw6yxDW-Senior-Design-Verification-Engineer-EXALT-Technologies-Cairo-Egypt?o=104&l=sp&t=sj&a=software engineer|search-v3|hpb
QA Automation Engineer - Cairo,EXALT Technologies -,"Cairo, Egypt ",Full TimeExperienced · 2 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Software Development · Computer Engineering · Information Technology (IT) · Python · Django · Design Patterns · Unit Testing,https://wuzzuf.net/jobs/p/ABHgueDCOkrP-QA-Automation-Engineer---Cairo-EXALT-Technologies-Cairo-Egypt?o=105&l=sp&t=sj&a=software engineer|search-v3|hpb
job title,company name,location,skills,links
Senior C++ Software Developer,Luxoft (A DXC Technology Company) -,"Cairo, Egypt ",Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · C++ · OOP · Information Technology (IT) · Engineering · Telecommunication · German · Computer Science · Development,https://wuzzuf.net/jobs/p/Xa06oSsc5qnT-Senior-C-Software-Developer-Luxoft-A-DXC-Technology-Company-Cairo-Egypt?o=76&l=sp&t=sj&a=software engineer|search-v3|hpb
Full Stack Engineer - Asp .Net /Angular,Amanah -,"Nasr City, Cairo, Egypt ",Full TimeEntry Level · 1 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Engineering · CSS3 · front-end · Git · HTML5 · Information Technology (IT) · JavaScript,https://wuzzuf.net/jobs/p/3w5dgI7l5IVW-Full-Stack-Engineer---Asp-Net-Angular-Amanah-Cairo-Egypt?o=77&l=sp&t=sj&a=software engineer|search-v3|hpb
Senior Front End Engineer,WUZZUF -,"Maadi, Cairo, Egypt ",Work From HomeExperienced · 3 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering · Software Development · Front-End Development · front-End developer · html · css · react · redux,https://wuzzuf.net/jobs/p/UWWLRDox82SV-Senior-Front-End-Engineer-WUZZUF-Cairo-Egypt?o=78&l=sp&t=sj&a=software engineer|search-v3|hpb
Software Technical Leader,Safa Soft -,"Maadi, Cairo, Egypt ",Full TimeManager · 9+ Yrs of Exp · IT/Software Development · Operations/Management · Engineering - Telecom/Technology · Angular · APIs · Software Development · PHP · Software Engineering · Computer Science · Design Patterns,https://wuzzuf.net/jobs/p/ayyKyUvEFJIj-Software-Technical-Leader-Safa-Soft-Cairo-Egypt?o=79&l=sp&t=sj&a=software engineer|search-v3|hpb
Security Engineer,AIU -,"Alamein, Matruh, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Engineering · Computer Science · Engineering · Security · Software · Information Technology (IT) · Electrical Engineering · English,https://wuzzuf.net/jobs/p/v87b8JomSAFx-Security-Engineer-AIU-Matruh-Egypt?o=80&l=sp&t=sj&a=software engineer|search-v3|hpb
Devops Engineer,KnowledgeNet -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 3 - 6 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Agile · Computer Engineering · Computer Science · DevOps · Engineering · Information Technology (IT) · JavaScript,https://wuzzuf.net/jobs/p/8Tdpnh0XnXsi-Devops-Engineer-KnowledgeNet-Cairo-Egypt?o=81&l=sp&t=sj&a=software engineer|search-v3|hpb
Senior Software Quality Control Engineer,Taqneen -,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 3 - 6 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Software Testing · Quality Assurance · Information Technology (IT) · QC · QA · QA Automation · Computer Science,https://wuzzuf.net/jobs/p/I5a75AC8WyCR-Senior-Software-Quality-Control-Engineer-Taqneen-Cairo-Egypt?o=82&l=sp&t=sj&a=software engineer|search-v3|hpb
Senior Network & Systems Engineer,Confidential -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 6+ Yrs of Exp · males_only · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Software · Software Engineering · Software Development · System · Networks,https://wuzzuf.net/jobs/p/mJKxXqe3DLsZ-Senior-Network-Systems-Engineer-Cairo-Egypt?o=83&l=sp&t=sj&a=software engineer|search-v3|hpb
Software Development Team Manager,International Advanced  -,"Nasr City, Cairo, Egypt ",Full TimeManager · 10+ Yrs of Exp · Business Development · IT/Software Development · Engineering - Telecom/Technology · Agile · Computer Science · Engineering · Information Technology (IT) · Software Development · Software Engineering · CSS,https://wuzzuf.net/jobs/p/GbBv4cibq5F1-Software-Development-Team-Manager-International-Advanced-Cairo-Egypt?o=84&l=sp&t=sj&a=software engineer|search-v3|hpb
QA Engineer,Docusign -,"Cairo, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Automation · Quality Assurance · Software · Java · Selenium WebDriver · Agile · Computer Science,https://wuzzuf.net/jobs/p/xx1c5oy88xDo-QA-Engineer-Docusign-Cairo-Egypt?o=85&l=sp&t=sj&a=software engineer|search-v3|hpb
Senior Software Developer,GUC -,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · .Net · Computer Engineering · Computer Science · Engineering · HTML · CSS · Information Technology (IT) · JavaScript,https://wuzzuf.net/jobs/p/CE5uX3KE4DzZ-Senior-Software-Developer-GUC-Cairo-Egypt?o=86&l=sp&t=sj&a=software engineer|search-v3|hpb
Quality Control Engineer,DBS -,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · quality · Quality Control · Engineering · Software · English · JIRA · Software Engineering,https://wuzzuf.net/jobs/p/MHp7taTm3Mn4-Quality-Control-Engineer-DBS-Cairo-Egypt?o=87&l=sp&t=sj&a=software engineer|search-v3|hpb
Testing & Quality Engineer,International Advanced  -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Quality Control · Scrum · Test · Software Testing · Agile · Computer Science · Information Technology (IT),https://wuzzuf.net/jobs/p/97ZMbrPZGdn9-Testing-Quality-Engineer-International-Advanced-Cairo-Egypt?o=88&l=sp&t=sj&a=software engineer|search-v3|hpb
Senior Tendering Engineer - Mechanical Background,Alhamd Contracting Company -,"Maadi, Cairo, Egypt ",Full TimeExperienced · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · MS Office · AutoCAD · Mechanical Engineering · Electrical Engineering · Leadership · Tendering · Software Development,https://wuzzuf.net/jobs/p/DL4TZeA2bcc2-Senior-Tendering-Engineer---Mechanical-Background-Alhamd-Contracting-Company-Cairo-Egypt?o=89&l=sp&t=sj&a=software engineer|search-v3|hpb
Java Software Developer,4GTSS -,"Cairo, Egypt ",Full TimeEntry Level · 1 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Spring · Hibernate · JPA · Java Jee · Engineering · Java · Information Technology (IT) · Unit Testing,https://wuzzuf.net/jobs/p/W83LmNH8RvYB-Java-Software-Developer-4GTSS-Cairo-Egypt?o=90&l=sp&t=sj&a=software engineer|search-v3|hpb
job title,company name,location,skills,links
Senior Software Engineer,Seedstars -,"Cairo, Egypt ",Full TimeManager · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Web Development · Django Framework · python development · CSS · Design · Git · HTML · SQL,https://wuzzuf.net/jobs/p/aFCsjhmtFv6L-Senior-Software-Engineer-Seedstars-Cairo-Egypt?o=106&l=sp&t=sj&a=software engineer|search-v3|hpb
Senior Quality Control Engineer,SURE International Technology -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Quality Control · Analysis · ISTQB · Technical · Agile · Analytical skills · Communication Skills,https://wuzzuf.net/jobs/p/qf1sz52YUea3-Senior-Quality-Control-Engineer-SURE-International-Technology-Cairo-Egypt?o=107&l=sp&t=sj&a=software engineer|search-v3|hpb
Senior Software Quality Assurance Specialist,Smart IT -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Quality Control · Software Testing · Quality Assurance · Software Development · QC · QA · Quality,https://wuzzuf.net/jobs/p/HPI5DXTHUUhk-Senior-Software-Quality-Assurance-Specialist-Smart-IT-Cairo-Egypt?o=108&l=sp&t=sj&a=software engineer|search-v3|hpb
Senior Test Engineer (Team Leader),Confidential -,"Nasr City, Cairo, Egypt ",Full TimeManager · 5 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Automation · Computer Science · Information Technology (IT) · Java · Programming · REST · SQL · Testing,https://wuzzuf.net/jobs/p/kMWs6yc4DmBv-Senior-Test-Engineer-Team-Leader-Cairo-Egypt?o=109&l=sp&t=sj&a=software engineer|search-v3|hpb
Senior Network Engineer,SAPTelecom -,"Mokattam, Cairo, Egypt ",Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering · Networking · CCNP · Security · Switching · Information Technology (IT) · Computer Science · CCNA,https://wuzzuf.net/jobs/p/egQCwk8o5ruh-Senior-Network-Engineer-SAPTelecom-Cairo-Egypt?o=110&l=sp&t=sj&a=software engineer|search-v3|hpb
Senior Procurement Engineer,Urban Estate -,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 5 - 8 Yrs of Exp · Engineering - Construction/Civil/Architecture · Purchasing/Procurement · Procurement · Engineering · Construction · Purchasing · Real Estate · Microsoft Office · English · Negotiation Skills,https://wuzzuf.net/jobs/p/ZSR42SWI0g0i-Senior-Procurement-Engineer-Urban-Estate-Cairo-Egypt?o=111&l=sp&t=sj&a=software engineer|search-v3|hpb
software developer,TIE -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 4 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software Development · Software Engineering · Computer Science · Information technology · Networking · Information Technology (IT),https://wuzzuf.net/jobs/p/OB4dElWdcLJv-software-developer-TIE-Cairo-Egypt?o=112&l=sp&t=sj&a=software engineer|search-v3|hpb
Senior Sharepoint Software Developer,FlairsTech -,"Maadi, Cairo, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · AJAX · C# · Computer Engineering · Computer Science · Development · Engineering · Information Technology (IT) · jQuery,https://wuzzuf.net/jobs/p/z0rL5fgaIZFf-Senior-Sharepoint-Software-Developer-FlairsTech-Cairo-Egypt?o=113&l=sp&t=sj&a=software engineer|search-v3|hpb
React Native Mobile Engineer Team Lead,Pylon UMP -,"Sheikh Zayed, Giza, Egypt ",Full TimeWork From HomeManager · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Android · APIs · Design · RESTful · React · Software Development · Computer Science · Information Technology (IT),https://wuzzuf.net/jobs/p/Fgy1YlpVd69x-React-Native-Mobile-Engineer-Team-Lead-Pylon-UMP-Giza-Egypt?o=114&l=sp&t=sj&a=software engineer|search-v3|hpb
IT Engineer,Confidential -,"10th of Ramadan City, Cairo, Egypt ",Full TimeEntry Level · 1 - 2 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · IT Engineer · Software Development · Engineering · Telecom Engineering,https://wuzzuf.net/jobs/p/ZyF8c5QHszaM-IT-Engineer-Cairo-Egypt?o=115&l=sp&t=sj&a=software engineer|search-v3|hpb
Junior Frontend Engineer,LxT -,"Cairo, Egypt ",Full TimeEntry Level · 0 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Angular · Agile · JavaScript · Programming · React · Software Development · Software Engineering · Information Technology (IT),https://wuzzuf.net/jobs/p/Ph0hih39ZvsK-Junior-Frontend-Engineer-LxT-Cairo-Egypt?o=116&l=sp&t=sj&a=software engineer|search-v3|hpb
Senior QA Automation Engineer,SSC Egypt -,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 4 - 7 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Automation Testing · Engineering · Cucumber · Appium · Automation · Computer Science · Information Technology (IT),https://wuzzuf.net/jobs/p/53eM3dt4rvWp-Senior-QA-Automation-Engineer-SSC-Egypt-Cairo-Egypt?o=117&l=sp&t=sj&a=software engineer|search-v3|hpb
MLOPS / DEVOPS Engineer,GAP CLOUD -,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · DevOps · Agile · Machine Learning · Code · Communication · Communication skills · Devops Engineer · Information Technology (IT),https://wuzzuf.net/jobs/p/t8IvjSr3mCsh-MLOPS-DEVOPS-Engineer-GAP-CLOUD-Cairo-Egypt?o=118&l=sp&t=sj&a=software engineer|search-v3|hpb
Senior Presales Specialist (Software Industry),Premier Services and Recruitment -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 7+ Yrs of Exp · Sales/Retail · Computer Science · Sales · Presales Engineering · Presales,https://wuzzuf.net/jobs/p/Pd2THXu8z3lE-Senior-Presales-Specialist-Software-Industry-Premier-Services-and-Recruitment-Cairo-Egypt?o=119&l=sp&t=sj&a=software engineer|search-v3|hpb
Technical Support Engineer,German International University -,"New Capital, Cairo, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Technical Support · Information Technology (IT) · Software · IT · Technical · Hardware · Computer Science · Engineering,https://wuzzuf.net/jobs/p/mztbAxRsUunK-Technical-Support-Engineer-German-International-University-Cairo-Egypt?o=120&l=sp&t=sj&a=software engineer|search-v3|hpb
