Front-End / React & React-Native Developer - Alexandria,Arabic Localizer -,"San Stefano, Alexandria, Egypt ",Full TimeEntry Level · 1+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · JavaScript · Web Development · Mobile Application · ES6 · ES7 · Front-End Technologies · Vue · Angular,https://wuzzuf.net/jobs/p/6nYtjgkGYCz2-Front-End-React-React-Native-Developer---Alexandria-Arabic-Localizer-Alexandria-Egypt?o=92&l=sp&t=sj&a=web engineer|search-v3|hpb
,,,,
Senior Backend Engineer,LxT -,"Mohandessin, Giza, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Docker · Python · Programming · Software Development · Testing · Agile · AWS Cloud · Flask,https://wuzzuf.net/jobs/p/mHG1xO6JFYW7-Senior-Backend-Engineer-LxT-Giza-Egypt?o=93&l=sp&t=sj&a=web engineer|search-v3|hpb
,,,,
Front-End Developer - ReactJS,axispay -,"Cairo, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Angular · Front-End Development · English · HTML · CSS · ReactJS,https://wuzzuf.net/jobs/p/3AYhiEhkthj0-Front-End-Developer---ReactJS-axispay-Cairo-Egypt?o=94&l=sp&t=sj&a=web engineer|search-v3|hpb
,,,,
Coding Coach,iSchool -,"Nasr City, Cairo, Egypt ",Part TimeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Training/Instructor · Computer Science · Software Engineering · Coding · Ed-tech · Steam · Stem · STEAM · STEM,https://wuzzuf.net/jobs/p/8lqSBkNL3h9r-Coding-Coach-iSchool-Cairo-Egypt?o=95&l=sp&t=sj&a=web engineer|search-v3|hpb
,,,,
Devops Engineer,Limbic Entertainment (Cairo Office) -,"Heliopolis, Cairo, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · DevOps · Engineering · System Administration · Computer Science · Programming · Software Development,https://wuzzuf.net/jobs/p/SUVqO6lG8yiO-Devops-Engineer-Limbic-Entertainment-Cairo-Office-Cairo-Egypt?o=96&l=sp&t=sj&a=web engineer|search-v3|hpb
,,,,
Quality Control Engineer,DBS -,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · quality · Quality Control · Engineering · Software · English · JIRA · Software Engineering,https://wuzzuf.net/jobs/p/MHp7taTm3Mn4-Quality-Control-Engineer-DBS-Cairo-Egypt?o=97&l=sp&t=sj&a=web engineer|search-v3|hpb
,,,,
Software Quality Control Engineer,PaySky -,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 3 - 4 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Agile · Computer Science · Engineering · English · Quality Assurance · Quality Control · Scrum,https://wuzzuf.net/jobs/p/S6PyKAv0zCT7-Software-Quality-Control-Engineer-PaySky-Cairo-Egypt?o=98&l=sp&t=sj&a=web engineer|search-v3|hpb
,,,,
Software QC Engineer (Test Automation),axispay -,"Cairo, Egypt ",Full TimeExperienced · 2 - 3 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Agile · Engineering · English · Quality Assurance · Quality Control · Scrum · Software,https://wuzzuf.net/jobs/p/BeV9G8hvvwgl-Software-QC-Engineer-Test-Automation-axispay-Cairo-Egypt?o=99&l=sp&t=sj&a=web engineer|search-v3|hpb
,,,,
Umbraco Web Developer,3S Software -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Angular · Agile · Computer Science · CSS · Engineering · HTML · Information Technology (IT) · Umbraco,https://wuzzuf.net/jobs/p/77XqC1m2vizs-Umbraco-Web-Developer-3S-Software-Cairo-Egypt?o=100&l=sp&t=sj&a=web engineer|search-v3|hpb
,,,,
Senior Test Engineer (Team Leader),Confidential -,"Nasr City, Cairo, Egypt ",Full TimeManager · 5 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Automation · Computer Science · Information Technology (IT) · Java · Programming · REST · SQL · Testing,https://wuzzuf.net/jobs/p/kMWs6yc4DmBv-Senior-Test-Engineer-Team-Leader-Cairo-Egypt?o=101&l=sp&t=sj&a=web engineer|search-v3|hpb
,,,,
Senior SharePoint Developer,Boubyan Digital Factory Co. -,"Heliopolis, Cairo, Egypt ",Full TimeExperienced · 4 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Sharepoint · Software Development · Nintex · Software Engineering · English · Computer Science · JavaScript,https://wuzzuf.net/jobs/p/4wudPsuEFbrs-Senior-SharePoint-Developer-Boubyan-Digital-Factory-Co-Cairo-Egypt?o=102&l=sp&t=sj&a=web engineer|search-v3|hpb
,,,,
Application Support Engineer - Cairo,Universal Payment Services -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Customer Support · Computer Science · Information Technology (IT) · Engineering · Java · Oracle · Programming,https://wuzzuf.net/jobs/p/oyHJuOT9BMwm-Application-Support-Engineer---Cairo-Universal-Payment-Services-Cairo-Egypt?o=103&l=sp&t=sj&a=web engineer|search-v3|hpb
,,,,
Senior Backend (Python) Engineer - Customer Domain,Nana -,"Sheraton, Cairo, Egypt ",Full TimeWork From HomeExperienced · 4 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Python · Agile · Information Technology (IT) · JavaScript · MySQL · Software Development · Startup · Computer Science,https://wuzzuf.net/jobs/p/MXDCoyyIgDMW-Senior-Backend-Python-Engineer---Customer-Domain-Nana-Cairo-Egypt?o=104&l=sp&t=sj&a=web engineer|search-v3|hpb
,,,,
Network Security Engineer,axispay -,"Downtown, Cairo, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Engineering · DNS · Information Technology (IT) · DHCP · Computer Science · Computer Engineering · CCNP,https://wuzzuf.net/jobs/p/PKx4WBIHFnGl-Network-Security-Engineer-axispay-Cairo-Egypt?o=105&l=sp&t=sj&a=web engineer|search-v3|hpb
,,,,
job title,company name,location,skills,links
,,,,
Junior Web Developer (Back-End) - Alexandria,Arabic Localizer -,"San Stefano, Alexandria, Egypt ",Full TimeEntry Level · 0 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Laravel · PHP · MySQL · MVC Pattern · HTML · Javascript · JQuery · Bootstrap,https://wuzzuf.net/jobs/p/GLz76J3OQSsB-Junior-Web-Developer-Back-End---Alexandria-Arabic-Localizer-Alexandria-Egypt?o=76&l=sp&t=sj&a=web engineer|search-v3|hpb
,,,,
Java Software Developer,4GTSS -,"Cairo, Egypt ",Full TimeEntry Level · 1 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Spring · Hibernate · JPA · Java Jee · Engineering · Java · Information Technology (IT) · Unit Testing,https://wuzzuf.net/jobs/p/W83LmNH8RvYB-Java-Software-Developer-4GTSS-Cairo-Egypt?o=77&l=sp&t=sj&a=web engineer|search-v3|hpb
,,,,
Senior QA Automation Engineer,SSC Egypt -,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 4 - 7 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Automation Testing · Engineering · Cucumber · Appium · Automation · Computer Science · Information Technology (IT),https://wuzzuf.net/jobs/p/53eM3dt4rvWp-Senior-QA-Automation-Engineer-SSC-Egypt-Cairo-Egypt?o=78&l=sp&t=sj&a=web engineer|search-v3|hpb
,,,,
Junior Backend Developer,SSC Egypt -,"Cairo, Egypt ",Full TimeWork From HomeExperienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · back-end · backend · Computer Science · CSS · HTML · Information Technology (IT) · Java · JavaScript,https://wuzzuf.net/jobs/p/mpSd0slNGv3M-Junior-Backend-Developer-SSC-Egypt-Cairo-Egypt?o=79&l=sp&t=sj&a=web engineer|search-v3|hpb
,,,,
Senior Backend Developer,SSC Egypt -,"Cairo, Egypt ",Full TimeWork From HomeExperienced · 4 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · back-end · backend · Computer Science · CSS · HTML · Information Technology (IT) · Java · JavaScript,https://wuzzuf.net/jobs/p/4HSZz47mNqFU-Senior-Backend-Developer-SSC-Egypt-Cairo-Egypt?o=80&l=sp&t=sj&a=web engineer|search-v3|hpb
,,,,
Junior Frontend Engineer,LxT -,"Cairo, Egypt ",Full TimeEntry Level · 0 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Angular · Agile · JavaScript · Programming · React · Software Development · Software Engineering,https://wuzzuf.net/jobs/p/Ph0hih39ZvsK-Junior-Frontend-Engineer-LxT-Cairo-Egypt?o=81&l=sp&t=sj&a=web engineer|search-v3|hpb
,,,,
.NET Developer,Injaz Digital  -,"Heliopolis, Cairo, Egypt ",Full TimeEntry Level · 1 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · AJAX · Code Versioning · Computer Science · Development · HTML5 · front-end · Information Technology (IT) · JavaScript,https://wuzzuf.net/jobs/p/J5TJJ4NdEFYK-NET-Developer-Injaz-Digital-Cairo-Egypt?o=82&l=sp&t=sj&a=web engineer|search-v3|hpb
,,,,
.Net Developer,Smartpan -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · C# · .NET · Web Development · VS 2013 · VS 2015 · MVC · EF,https://wuzzuf.net/jobs/p/FByaDrd3NAS4-Net-Developer-Smartpan-Cairo-Egypt?o=83&l=sp&t=sj&a=web engineer|search-v3|hpb
,,,,
Java Technical Lead,KnowledgeNet -,"Nasr City, Cairo, Egypt ",Full TimeManager · 6+ Yrs of Exp · IT/Software Development · Operations/Management · Engineering - Telecom/Technology · Computer Science · Computer Engineering · Testing · Design · Spring Stack · Core · MVC,https://wuzzuf.net/jobs/p/sA7odtNxj6a7-Java-Technical-Lead-KnowledgeNet-Cairo-Egypt?o=84&l=sp&t=sj&a=web engineer|search-v3|hpb
,,,,
Senior C++ Developer,FlairsTech -,"Maadi, Cairo, Egypt ",Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · .Net · Agile · C# · ASP.Net · Software Engineering · CSS · HTML · Computer Science,https://wuzzuf.net/jobs/p/JKqozUmnt9r5-Senior-C-Developer-FlairsTech-Cairo-Egypt?o=85&l=sp&t=sj&a=web engineer|search-v3|hpb
,,,,
RPA Developer,Advansys ESC -,"Nasr City, Cairo, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · UiPath · BluePrism · RPA · Web Services · .NET · VB · CSS · Java,https://wuzzuf.net/jobs/p/lrorUjZsXaPE-RPA-Developer-Advansys-ESC-Cairo-Egypt?o=86&l=sp&t=sj&a=web engineer|search-v3|hpb
,,,,
Senior .Net Developer,National Technology -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 5 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · ASP.Net · .Net · Computer Engineering · Development · Engineering · Information Technology (IT) · Computer Science · Software Development,https://wuzzuf.net/jobs/p/NUWWpCLMMbfx-Senior-Net-Developer-National-Technology-Cairo-Egypt?o=87&l=sp&t=sj&a=web engineer|search-v3|hpb
,,,,
Backend Senior Software Engineer,Gemssy Technologies S.L. -,"Bilbao, Spain ",Full TimeFreelance / ProjectWork From HomeExperienced · 5 - 20 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Back-End Development · Ruby on Rails · Node.js · Agile · Information Technology (IT) · Software · English · Integration,https://wuzzuf.net/jobs/p/A3fiLgnLRf1G-Backend-Senior-Software-Engineer-Gemssy-Technologies-S-L-Bilbao-Spain?o=88&l=sp&t=sj&a=web engineer|search-v3|hpb
,,,,
Website Developer,institute management Professionals (IMP) -,"Giza, Egypt ",Full TimeEntry Level · 1+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · PHP · CSS · Design · Development · HTML · JavaScript,https://wuzzuf.net/jobs/p/8RpW1HxpsXRQ-Website-Developer-institute-management-Professionals-IMP-Giza-Egypt?o=89&l=sp&t=sj&a=web engineer|search-v3|hpb
,,,,
Unity Instructor,iSchool -,"Nasr City, Cairo, Egypt ",Full TimePart TimeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Education/Teaching · Training/Instructor · Computer Science · Software Engineering · Coding · Ed-tech · Steam · Stem · STEAM,https://wuzzuf.net/jobs/p/TM2YYOkZs7O8-Unity-Instructor-iSchool-Cairo-Egypt?o=90&l=sp&t=sj&a=web engineer|search-v3|hpb
,,,,
job title,company name,location,skills,links
,,,,
Software Engineer,ORDOchao -,"Sheikh Zayed, Giza, Egypt ",Full TimeEntry Level · 0 - 5 Yrs of Exp · IT/Software Development · Database · Information Technology (IT) · Software Development · Software Engineering · SQL · Integration · Business Analysis · Consultancy · solution consultant,https://wuzzuf.net/jobs/p/k2VK4O24JZeN-Software-Engineer-ORDOchao-Giza-Egypt?o=106&l=sp&t=sj&a=web engineer|search-v3|hpb
,,,,
Quality Control Software Engineer,STC Solutions - Egypt -,"Cairo, Egypt ",Full TimeExperienced · 3 - 6 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Automation · Software Development · Software Testing · Software Engineering · Testing · Selenium · Software,https://wuzzuf.net/jobs/p/YoEaUxEffphQ-Quality-Control-Software-Engineer-STC-Solutions---Egypt-Cairo-Egypt?o=107&l=sp&t=sj&a=web engineer|search-v3|hpb
,,,,
Testing & Technical Support Engineer Lead,El-Sewedy Electrometer -,"6th of October, Giza, Egypt ",Full TimeManager · 3 - 5 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Testing Engineer · ISTQB · Automation · Technical Support · SW · FW · Engineering,https://wuzzuf.net/jobs/p/x8UfuqbWyW1g-Testing-Technical-Support-Engineer-Lead-El-Sewedy-Electrometer-Giza-Egypt?o=108&l=sp&t=sj&a=web engineer|search-v3|hpb
,,,,
Senior Front-End Developer,Reno Systems -,"Maadi, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · HTML · CSS · Vanilla JS · ReactJS · Unit Testing · Grunt · Gulp · Webpack,https://wuzzuf.net/jobs/p/1yCXOhLldIlq-Senior-Front-End-Developer-Reno-Systems-Cairo-Egypt?o=109&l=sp&t=sj&a=web engineer|search-v3|hpb
,,,,
IT Application Development and Support Engineer,American International School -,"Sheikh Zayed, Giza, Egypt ",Full TimeExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Software Development · Information Technology (IT) · Software Engineering,https://wuzzuf.net/jobs/p/UUkS9bHLx0od-IT-Application-Development-and-Support-Engineer-American-International-School-Giza-Egypt?o=110&l=sp&t=sj&a=web engineer|search-v3|hpb
,,,,
Web Developer,AREX -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · media · social · Social Media · Software Development · Web · web developer,https://wuzzuf.net/jobs/p/NciIZLXq9XvH-Web-Developer-AREX-Cairo-Egypt?o=111&l=sp&t=sj&a=web engineer|search-v3|hpb
,,,,
Testing & Technical Support Engineer,El-Sewedy Electrometer -,"6th of October, Giza, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Testing Engineer · ISTQB · Automation · Technical Support · SW · FW · Engineering,https://wuzzuf.net/jobs/p/LXeL0jP4GMnW-Testing-Technical-Support-Engineer-El-Sewedy-Electrometer-Giza-Egypt?o=112&l=sp&t=sj&a=web engineer|search-v3|hpb
,,,,
Backend Developer (Sharepoint),Perfect Presentation -,"6th of October, Giza, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Software Development · Software Engineering · Computer Engineering · .Net · ASP.Net · CSS,https://wuzzuf.net/jobs/p/eYTvK8c8yazw-Backend-Developer-Sharepoint-Perfect-Presentation-Giza-Egypt?o=113&l=sp&t=sj&a=web engineer|search-v3|hpb
,,,,
Software Quality Control Tester,Online -,"Nasr City, Cairo, Egypt ",Part TimeFreelance / ProjectWork From HomeExperienced · 2+ Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Computer Science · Computer Engineering · Information Technology (IT) · Web API · API Testing · Quality Control · Software Testing,https://wuzzuf.net/jobs/p/Bu2RONolry4I-Software-Quality-Control-Tester-Online-Cairo-Egypt?o=114&l=sp&t=sj&a=web engineer|search-v3|hpb
,,,,
Frontend Engineer - React,Tamkeen Al-Aamal Management Est. -,"Cairo, Egypt ",Full TimeWork From HomeExperienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Redux · Agile · React · AWS · Jira · CSS · HTML5 · MVC,https://wuzzuf.net/jobs/p/baQaaijQnrVX-Frontend-Engineer---React-Tamkeen-Al-Aamal-Management-Est-Cairo-Egypt?o=115&l=sp&t=sj&a=web engineer|search-v3|hpb
,,,,
Linux System Engineer,Confidential -,"Maadi, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · computer · Engineering · Information Technology (IT) · SQL · Linux · MySQL · Computer Science,https://wuzzuf.net/jobs/p/MFSKhcqdTwTt-Linux-System-Engineer-Cairo-Egypt?o=116&l=sp&t=sj&a=web engineer|search-v3|hpb
,,,,
Software Engineer,1D Consulting -,"Sheikh Zayed, Giza, Egypt ",Full TimeEntry Level · 0 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Integration · Programming · Active Directory · Database · Business Analyis · IAM · Information Security,https://wuzzuf.net/jobs/p/JHWAuo4n2ZoQ-Software-Engineer-1D-Consulting-Giza-Egypt?o=117&l=sp&t=sj&a=web engineer|search-v3|hpb
,,,,
Senior Devops Engineer,Expleo -,"Maadi, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering · Java · Information Technology (IT) · Azure DevOps Server · Git · Software Development · Computer Science · AWS,https://wuzzuf.net/jobs/p/FMu0khwAsMiI-Senior-Devops-Engineer-Expleo-Cairo-Egypt?o=118&l=sp&t=sj&a=web engineer|search-v3|hpb
,,,,
Senior Java Developer JSF,Confidential -,"Cairo, Egypt ",Full TimeWork From HomeExperienced · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Angular · Engineering · Information Technology (IT) · Computer Science · Java · JavaScript · JSF · MVC,https://wuzzuf.net/jobs/p/wQPw3I0hoPuV-Senior-Java-Developer-JSF-Cairo-Egypt?o=119&l=sp&t=sj&a=web engineer|search-v3|hpb
,,,,
Senior Software Quality Control Engineer,Safa Soft -,"Maadi, Cairo, Egypt ",Full TimeExperienced · 2 - 6 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Quality Control · Agile · Software Testing · Software · Computer Science · Automation · Automation Testing,https://wuzzuf.net/jobs/p/HvoWbe3Lhi4Y-Senior-Software-Quality-Control-Engineer-Safa-Soft-Cairo-Egypt?o=120&l=sp&t=sj&a=web engineer|search-v3|hpb
