job title,company name,location,skills,links
Senior Data Intelligence Engineer,ARROW Electronics  -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · Engineering - Telecom/Technology · Python · Information Technology (IT) · Software,https://wuzzuf.net/jobs/p/TsMhLnpM9Qti-Senior-Data-Intelligence-Engineer-ARROW-Electronics-Cairo-Egypt?o=34&l=sp&t=sj&a=python|search-v3|hpb
Chief Technology Officer,Mobile Wave 3 -,"Nasr City, Cairo, Egypt ",Full TimeSenior Management · 10 - 20 Yrs of Exp · Project/Program Management · Engineering - Telecom/Technology · business · Computer Engineering · CTO · English · Finance · Information Technology (IT) · Python · Leadership,https://wuzzuf.net/jobs/p/d1mgFadsUh37-Chief-Technology-Officer-Mobile-Wave-3-Cairo-Egypt?o=35&l=sp&t=sj&a=python|search-v3|hpb
Senior Devops Engineer,FlairsTech -,"Maadi, Cairo, Egypt ",Full TimeExperienced · 4 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · AWS · Docker · Engineering · Git · Information Technology (IT) · JSON · Linux,https://wuzzuf.net/jobs/p/WCILTBMLDcc4-Senior-Devops-Engineer-FlairsTech-Cairo-Egypt?o=36&l=sp&t=sj&a=python|search-v3|hpb
Backend Developer Node.JS,Kortobaa LLC -,"Alexandria, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Node.js · PHP · Software Development · Engineering · AWS · JavaScript,https://wuzzuf.net/jobs/p/zsknpoNSCqg8-Backend-Developer-NodeJS-Kortobaa-LLC-Alexandria-Egypt?o=37&l=sp&t=sj&a=python|search-v3|hpb
Senior Machine Learning Engineer,Nana -,"Sheraton, Cairo, Egypt ",Full TimeExperienced · 5 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Machine Learning · Python · JavaScript · r · Computer Science · Information Technology (IT) · Mathematics,https://wuzzuf.net/jobs/p/faQnVZ9r9Ght-Senior-Machine-Learning-Engineer-Nana-Cairo-Egypt?o=38&l=sp&t=sj&a=python|search-v3|hpb
System Administrator,Premier Services and Recruitment -,"Smart Village, Giza, Egypt ",Full TimeExperienced · 3 - 8 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · System Administration · Database · Linux · SQL · Python · Unix/Linux · Engineering,https://wuzzuf.net/jobs/p/ERbLUc2iuARb-System-Administrator-Premier-Services-and-Recruitment-Giza-Egypt?o=39&l=sp&t=sj&a=python|search-v3|hpb
Cloud Solutions Engineer,Ashtar.app -,"Maadi, Cairo, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Cloud · Engineering · Information Technology (IT) · Linux · Networking · Computer Science · Telecom Engineering,https://wuzzuf.net/jobs/p/qLAoZdk2cUlo-Cloud-Solutions-Engineer-Ashtar-app-Cairo-Egypt?o=40&l=sp&t=sj&a=python|search-v3|hpb
Senior DevOps Engineer,WorkMotion -,"Maadi, Cairo, Egypt ",Full TimeExperienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · AWS · Docker · Engineering · Information Technology (IT) · Jenkins · Kubernetes · Python · Terraform,https://wuzzuf.net/jobs/p/eHH9OdwHjsfn-Senior-DevOps-Engineer-WorkMotion-Cairo-Egypt?o=41&l=sp&t=sj&a=python|search-v3|hpb
Regular QA Automation Engineer,Luxoft (A DXC Technology Company) -,"Cairo, Egypt ",Full TimeWork From HomeExperienced · 2+ Yrs of Exp · Quality · Engineering - Other · QA Automation · Python · Computer Science · English · Information Technology (IT) · QA · Quality Assurance · Testing,https://wuzzuf.net/jobs/p/9JpufoDh7lYB-Regular-QA-Automation-Engineer-Luxoft-A-DXC-Technology-Company-Cairo-Egypt?o=42&l=sp&t=sj&a=python|search-v3|hpb
DevOps Team Lead,Trufla -,"Heliopolis, Cairo, Egypt ",Full TimeManager · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · AWS · Azure · Docker · MySQL · Python · Software Engineering · Information Technology (IT) · Linux,https://wuzzuf.net/jobs/p/bjPMpXuN9kiF-DevOps-Team-Lead-Trufla-Cairo-Egypt?o=43&l=sp&t=sj&a=python|search-v3|hpb
