job title,company name,location,skills,links
Music Teacher - Alexandria,Egyptian British International School -,"Alexandria, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · Creative/Design/Art · Education/Teaching · Music · Education · Teaching · English,https://wuzzuf.net/jobs/p/enTnfjb4lS4x-Music-Teacher---Alexandria-Egyptian-British-International-School-Alexandria-Egypt?o=48&l=sp&t=sj&a=english teacher|search-v3|hpb
Psychology Teacher - HS American Curriculum,Modern American School of Egypt 2000 -,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 4+ Yrs of Exp · Education/Teaching · Psychology · Sociology · Education · Teaching · Social Studies · School · English · Child Psychology,https://wuzzuf.net/jobs/p/6ewPInMaGLKB-Psychology-Teacher---HS-American-Curriculum-Modern-American-School-of-Egypt-2000-Cairo-Egypt?o=49&l=sp&t=sj&a=english teacher|search-v3|hpb
Math Teacher - British Section,Smart Language School -,"Tanta, Gharbia, Egypt ",Full TimePart TimeEntry Level · 1+ Yrs of Exp · R&D/Science · Education/Teaching · Training/Instructor · Math · Education · Mathematics · English · Teaching,https://wuzzuf.net/jobs/p/YbApAHTJyMTJ-Math-Teacher---British-Section-Smart-Language-School-Gharbia-Egypt?o=50&l=sp&t=sj&a=english teacher|search-v3|hpb
Kindergarten Homeroom Teacher - American Native or Bilingual,Modern American School of Egypt 2000 -,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 3 - 10 Yrs of Exp · Sports and Leisure · Education/Teaching · Training/Instructor · Education · KG · Kindergarten · School · Teacher · Teaching · Homeroom,https://wuzzuf.net/jobs/p/exLEX7JAJntk-Kindergarten-Homeroom-Teacher---American-Native-or-Bilingual-Modern-American-School-of-Egypt-2000-Cairo-Egypt?o=51&l=sp&t=sj&a=english teacher|search-v3|hpb
English Teacher,Liwa Education  -,"Al Ain, United Arab Emirates ",Full TimeExperienced · 3 - 12 Yrs of Exp · Education/Teaching · Education · English Teaching · Educational · English · english language · American Curriculum · Teaching,https://wuzzuf.net/jobs/p/LyEsow8F8Ok9-English-Teacher-Liwa-Education-Al-Ain-United-Arab-Emirates?o=52&l=sp&t=sj&a=english teacher|search-v3|hpb
Online English Teacher,OTO Courses -,"Maadi, Cairo, Egypt ",Full TimePart TimeWork From HomeEntry Level · 1 - 3 Yrs of Exp · Education/Teaching · Training/Instructor · British Accent · English · Education · English Teaching · Teaching · CELTA · Communication · ESP,https://wuzzuf.net/jobs/p/slkoB7h3X35i-Online-English-Teacher-OTO-Courses-Cairo-Egypt?o=53&l=sp&t=sj&a=english teacher|search-v3|hpb
PYP Mandarin Teacher,Uptown International School UISEgypt -,"Mokattam, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · Education/Teaching · IB · PYP · Teaching · Education · International Curriculum · English · Mandarin · IB pyp,https://wuzzuf.net/jobs/p/45rwpkE4WaZ6-PYP-Mandarin-Teacher-Uptown-International-School-UISEgypt-Cairo-Egypt?o=54&l=sp&t=sj&a=english teacher|search-v3|hpb
Online Teacher for (KG and Lower Elementary),Confidential -,"New Cairo, Cairo, Egypt ",Part TimeExperienced · 3 - 20 Yrs of Exp · Education/Teaching · Education · Teaching · English Teaching · Online Learning · Distance Learning · Teaching English as a Foreign  Language,https://wuzzuf.net/jobs/p/AgcxTYYRufq9-Online-Teacher-for-KG-and-Lower-Elementary-Cairo-Egypt?o=55&l=sp&t=sj&a=english teacher|search-v3|hpb
Kindergarten English Teacher,Tyro -,"Cairo, Egypt ",Full TimeFreelance / ProjectWork From HomeEntry Level · 1+ Yrs of Exp · Education/Teaching · Training/Instructor · Education · English · English Teaching · KG · nurseries · Teaching · Online Teaching,https://wuzzuf.net/jobs/p/Zl5mxDgomH63-Kindergarten-English-Teacher-Tyro-Cairo-Egypt?o=56&l=sp&t=sj&a=english teacher|search-v3|hpb
English Instructor - Maadi,4level1 -,"Maadi, Cairo, Egypt ",Full TimePart TimeEntry Level · 1 - 2 Yrs of Exp · Education/Teaching · Training/Instructor · Startup · Education · Teaching · Training · ESL · English · Skills · pronunciation,https://wuzzuf.net/jobs/p/ZVr0ed1mM6qg-English-Instructor---Maadi-4level1-Cairo-Egypt?o=57&l=sp&t=sj&a=english teacher|search-v3|hpb
