Offshore Account Representative - Bilingual Italian/English,Concentrix -,"6th of October, Giza, Egypt ",Full TimeEntry Level · 1+ Yrs of Exp · Customer Service/Support · Call Center · Customer Care · Customer Service · Customer Support · Data Entry · English · Sales · Sales Support · Italian,https://wuzzuf.net/jobs/p/IhAbDdgiEF9R-Offshore-Account-Representative---Bilingual-ItalianEnglish-Concentrix-Giza-Egypt?o=24&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
English Customer Service Specialist - Giza,Concentrix -,"6th of October, Giza, Egypt ",Full TimeShift BasedEntry Level · 1+ Yrs of Exp · Customer Service/Support · Customer Service · Customer Support · Customer Care · English · Business · Data Entry · Call Center · Sales · Sales Support,https://wuzzuf.net/jobs/p/q0xKD8vZrz4X-English-Customer-Service-Specialist---Giza-Concentrix-Giza-Egypt?o=25&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
Offshore Account Advisor - (French Speaker),NOK for Human Capital Solutions -,"6th of October, Giza, Egypt ",Full TimeEntry Level · 0 - 4 Yrs of Exp · Customer Service/Support · Call Center · Customer Service · Customer Support · Customer Care · C1 · B2,https://wuzzuf.net/jobs/p/fseXxLydZH3N-Offshore-Account-Advisor---French-Speaker-NOK-for-Human-Capital-Solutions-Giza-Egypt?o=26&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
Mid/Senior/Lead Autosar Engineer - (Relocation To Croatia),GlobalLogic Croatia d.o.o.  -,"Zagreb, Croatia ",Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Linux · CANoe · English · Computer Science · Software · Software Engineering · Embbeded,https://wuzzuf.net/jobs/p/ckBpl6CVLGVL-MidSeniorLead-Autosar-Engineer---Relocation-To-Croatia-GlobalLogic-Zagreb-Croatia?o=27&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
Head Of Marketing (IT Industry),Squadio -,"Cairo, Egypt ",Full TimeWork From HomeSenior Management · 8 - 15 Yrs of Exp · Operations/Management · Marketing/PR/Advertising · Media/Journalism/Publishing · Marketing · B2B Marketing · B2C Marketing · Advertising · AdWords · campaigns · Google Adwords,https://wuzzuf.net/jobs/p/BFB88T0Mtn50-Head-Of-Marketing-IT-Industry-Squadio-Cairo-Egypt?o=28&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
Algorithm Engineer,Tahaluf Al Emarat Technical Solutions -,"Cairo, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Algorithms · CUDA · Computer Science · Git · Engineering · Software Engineering · C · Design,https://wuzzuf.net/jobs/p/DjexrRYn6C0W-Algorithm-Engineer-Tahaluf-Al-Emarat-Technical-Solutions-Cairo-Egypt?o=29&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
C++ Software Engineer,Atomica -,"Cairo, Egypt ",Full TimeWork From HomeEntry Level · 1+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · C · Computer Science · C++ · Software Development · Software engineer · Software Engineering · Mathematics · Programming,https://wuzzuf.net/jobs/p/O7Fhl2CSYPLP-C-Software-Engineer-Atomica-Cairo-Egypt?o=30&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
job title,company name,location,skills,links
,,,,
Unity Instructor,iSchool -,"Nasr City, Cairo, Egypt ",Full TimePart TimeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Education/Teaching · Training/Instructor · Computer Science · Software Engineering · Coding · Ed-tech · Steam · Stem · STEAM,https://wuzzuf.net/jobs/p/TM2YYOkZs7O8-Unity-Instructor-iSchool-Cairo-Egypt?o=31&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
Coding Coach,iSchool -,"Nasr City, Cairo, Egypt ",Part TimeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Training/Instructor · Computer Science · Software Engineering · Coding · Ed-tech · Steam · Stem · STEAM · STEM,https://wuzzuf.net/jobs/p/8lqSBkNL3h9r-Coding-Coach-iSchool-Cairo-Egypt?o=32&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
Call Center Advisor,FMPlus Property & Facility Management -,"Cairo, Egypt ",Full TimeEntry Level · 0 - 3 Yrs of Exp · Customer Service/Support · Call Center · Customer Care · Customer Service · Customer Support · English · Communication · B2 · c1,https://wuzzuf.net/jobs/p/6U2OE6A6YFce-Call-Center-Advisor-FMPlus-Property-Facility-Management-Cairo-Egypt?o=33&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
Customer Care Agent,FMPlus Property & Facility Management -,"Cairo, Egypt ",Full TimeEntry Level · 0 - 3 Yrs of Exp · Customer Service/Support · B2 · c1 · Call Center · Customer Care · Customer Service · Customer Support · English · Communication · Sales,https://wuzzuf.net/jobs/p/loGVWWD3KvO8-Customer-Care-Agent-FMPlus-Property-Facility-Management-Cairo-Egypt?o=34&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
iOS Developer,Confidential -,"Nasr City, Cairo, Egypt ",Full TimeWork From HomeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · iOS · Mobile Apps · iPhone · Xcode · Swift · Xcode IDE · iOS SDK · Information Technology (IT),https://wuzzuf.net/jobs/p/RGHCD6YovMYu-iOS-Developer-Cairo-Egypt?o=35&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
English Offshore Account Advisor,Concentrix -,"6th of October, Giza, Egypt ",Full TimeShift BasedEntry Level · 1+ Yrs of Exp · Customer Service/Support · Customer Service · Customer Support · Customer Care · English · Business · Data Entry · Call Center · Sales · Sales Support,https://wuzzuf.net/jobs/p/aJEY6mX84Swh-English-Offshore-Account-Advisor-Concentrix-Giza-Egypt?o=36&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
IOS Developer,Kick Start Interactive -,"Dokki, Giza, Egypt ",Full TimeExperienced · 2 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Core Animation · Computer Science · iOS · MVVM · MVC · Objective-C · Swift · Git,https://wuzzuf.net/jobs/p/Q58v5bAWtpKC-IOS-Developer-Kick-Start-Interactive-Giza-Egypt?o=37&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
Embedded Hardware Engineer,Tahaluf Al Emarat Technical Solutions -,"Abu Dhabi, United Arab Emirates ",Full TimeExperienced · 2 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Computer Hardware · C · Microcontrollers · embedded · Engineering · Linux · Information Technology (IT),https://wuzzuf.net/jobs/p/rJUVXxoZK53w-Embedded-Hardware-Engineer-Tahaluf-Al-Emarat-Technical-Solutions-Abu-Dhabi-United-Arab-Emirates?o=38&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
IOS Mobile Developer -Mansoura,"qTech. ""AlQemam"" -","Mansoura, Dakahlia, Egypt ",Full TimeExperienced · 2 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software Development · Objective-C · Java · OpenGL · Mobile Development · Computer Science · Computer Engineering · Software Engineering,https://wuzzuf.net/jobs/p/NLeqBBg1vrO2-IOS-Mobile-Developer--Mansoura-qTech-AlQemam-Dakahlia-Egypt?o=39&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
HR Specialist,Egyptian Countryside Development Company  -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · Human Resources · Human Resources (HR) · HR · Recruitment · Employee Relations · C&amp;B · Training · Development · Labor Law · Interviewing,https://wuzzuf.net/jobs/p/WikaPL0B0p8V-HR-Specialist-Egyptian-Countryside-Development-Company-Cairo-Egypt?o=40&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
Senior Embedded Systems Engineer - Software,Shift EV -,"6th of October, Giza, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Engineering · Embedded Systems · Programming · Software · Software Engineering · Engineering,https://wuzzuf.net/jobs/p/2DkxFzD9xJR9-Senior-Embedded-Systems-Engineer---Software-Shift-EV-Giza-Egypt?o=41&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
Italian Technical Support,Sykes Enterprises -,"Maadi, Cairo, Egypt ",Full TimeWork From HomeEntry Level · 0 - 3 Yrs of Exp · Customer Service/Support · IT/Software Development · Engineering - Telecom/Technology · Communication · Customer · Technical Support · Computer Science · Information Technology (IT) · Italian · English,https://wuzzuf.net/jobs/p/4lKidwqvrIa4-Italian-Technical-Support-Sykes-Enterprises-Cairo-Egypt?o=42&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
iOS Mobile Developer,Techknowledge Egypt -,"Cairo, Egypt ",Full TimeExperienced · 3 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · APIs · iOS · Cocoa Touch · App Store · Objective-C · Swift · Mobile Development · Information Technology (IT),https://wuzzuf.net/jobs/p/xLDzIERqERrV-iOS-Mobile-Developer-Techknowledge-Egypt-Cairo-Egypt?o=43&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
Spanish Offshore Account Representative Alexandria.,Concentrix -,"Alexandria, Egypt ",Full TimeEntry Level · 0 - 3 Yrs of Exp · Customer Service/Support · Call Center · Customer Care · Customer Service · Customer Support · Data Entry · English · Sales · Spanish · B2,https://wuzzuf.net/jobs/p/Bqlto10SM9kn-Spanish-Offshore-Account-Representative-Alexandria-Concentrix-Alexandria-Egypt?o=44&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
Spanish Offshore Account Representative,Concentrix -,"6th of October, Giza, Egypt ",Full TimeEntry Level · 0 - 3 Yrs of Exp · Customer Service/Support · Call Center · Customer Care · Customer Service · Customer Support · Data Entry · English · Sales · Spanish · B2,https://wuzzuf.net/jobs/p/4UfnGcEoSfVB-Spanish-Offshore-Account-Representative-Concentrix-Giza-Egypt?o=45&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
job title,company name,location,skills,links
,,,,
Computer Science/Coach,iSchool -,"Nasr City, Cairo, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Education/Teaching · Training/Instructor · Computer Science · Software Engineering · Coding · Ed-tech · Steam · Stem · STEAM,https://wuzzuf.net/jobs/p/auaBOHMdQdJq-Computer-ScienceCoach-iSchool-Cairo-Egypt?o=46&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
Computer Science Coach - Part Time,iSchool -,"Nasr City, Cairo, Egypt ",Part TimeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Education/Teaching · Training/Instructor · Computer Science · Software Engineering · Coding · Ed-tech · Steam · Stem · STEAM,https://wuzzuf.net/jobs/p/6a3S1racRVKu-Computer-Science-Coach---Part-Time-iSchool-Cairo-Egypt?o=47&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
Senior SharePoint Developer,egabi solutions -,"Cairo, Egypt ",Full TimeExperienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · C# · ASP.NET · .NET · SQL · Software Development · Information Technology (IT) · Computer Science · Angular,https://wuzzuf.net/jobs/p/eE6uszNPLPBp-Senior-SharePoint-Developer-egabi-solutions-Cairo-Egypt?o=48&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
C++ Developer,Confidential -,"Heliopolis, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · C++ · Computer Science · C · Software Development · Programming · Software · Linux,https://wuzzuf.net/jobs/p/2HN3VYyRwlgH-C-Developer-Cairo-Egypt?o=49&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
English - Technical Support Specialist.,Concentrix -,"6th of October, Giza, Egypt ",Full TimeShift BasedEntry Level · 0 - 1 Yrs of Exp · Customer Service/Support · Customer Service · Customer Support · Customer Care · English · Business · Data Entry · Call Center · Sales · Sales Support,https://wuzzuf.net/jobs/p/fQJMEXQLEIIT-English---Technical-Support-Specialist-Concentrix-Giza-Egypt?o=50&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
Junior C++ Developer,Gulf Data International  -,"Heliopolis, Cairo, Egypt ",Full TimeWork From HomeEntry Level · 0 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · C · c++ · Software Development · Computer Science · Database · Web Development · Software · RDBMS,https://wuzzuf.net/jobs/p/Z47ycNDiYBB9-Junior-C-Developer-Gulf-Data-International-Cairo-Egypt?o=51&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
Senior Embedded Software Engineer,El-Sewedy Electrometer -,"6th of October, Giza, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Communications Engineering · Electronics · C++ · C/C++ · RTOS · Firmware · Unit Testing,https://wuzzuf.net/jobs/p/tNSbPWmnKeqp-Senior-Embedded-Software-Engineer-El-Sewedy-Electrometer-Giza-Egypt?o=52&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
Senior C++ Developer,Gulf Data International  -,"Heliopolis, Cairo, Egypt ",Full TimeWork From HomeExperienced · 5 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · C · Software Development · Computer Science · Database · Web Development · Software · RDBMS · SCM,https://wuzzuf.net/jobs/p/xNQaEFVGn2qS-Senior-C-Developer-Gulf-Data-International-Cairo-Egypt?o=53&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
C++ Computer Graphics Engineer,Atomica -,"Cairo, Egypt ",Full TimeWork From HomeEntry Level · 1+ Yrs of Exp · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · C · C++ · Software Development · Mathematics · Programming · Algorithms · Git,https://wuzzuf.net/jobs/p/UcRoTVpGJdwg-C-Computer-Graphics-Engineer-Atomica-Cairo-Egypt?o=54&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
C++ Instructor,Atomica -,"Cairo, Egypt ",Full TimeWork From HomeEntry Level · 1+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · C · Computer Science · C++ · Software Development · Software engineer · Software Engineering · Mathematics · Programming,https://wuzzuf.net/jobs/p/Ex9SEoAhJmj2-C-Instructor-Atomica-Cairo-Egypt?o=55&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
Embedded System Engineer,Ewest-egypt -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 2 - 3 Yrs of Exp · males_only · Engineering - Other · embedded · I2c · C · Electronics Engineering,https://wuzzuf.net/jobs/p/XDd3nfcKFycC-Embedded-System-Engineer-Ewest-egypt-Cairo-Egypt?o=56&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
Xamarin Cross-Platform Mobile Apps Developer,Compu master -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · males_only · IT/Software Development · Engineering - Telecom/Technology · Xamarin · Software Development · Computer Science · Software Engineering · C# · REST · Mobile Development · Android,https://wuzzuf.net/jobs/p/Nfck0Pf0UuMa-Xamarin-Cross-Platform-Mobile-Apps-Developer-Compu-master-Cairo-Egypt?o=57&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
iOS Tech Lead,Souhoola -,"Cairo, Egypt ",Full TimeManager · 7 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Agile · Information Technology (IT) · iOS · Software Development · MVC · Objective-C · Scrum,https://wuzzuf.net/jobs/p/cyW8z3DXqU3g-iOS-Tech-Lead-Souhoola-Cairo-Egypt?o=58&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
C++ Software Engineering Intern,Atomica -,"Cairo, Egypt ",InternshipEntry Level · 0 - 1 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · C · C++ · Software Development · Software Engineering · Mathematics · Programming · Algorithms · Git,https://wuzzuf.net/jobs/p/tIuvwgRqwBzK-C-Software-Engineering-Intern-Atomica-Cairo-Egypt?o=59&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
Senior iOS Developer,CST Systems -,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 5 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Software Engineering · Information Technology (IT) · Software Development · iOS · Swift · REST · Apple,https://wuzzuf.net/jobs/p/PcOZU8nRwCOZ-Senior-iOS-Developer-CST-Systems-Cairo-Egypt?o=60&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
job title,company name,location,skills,links
,,,,
Italian Offshore Account Representative Hurghada (Mono lingual).,Concentrix -,"Hurghada, Red Sea, Egypt ",Full TimeEntry Level · 1+ Yrs of Exp · Customer Service/Support · Sales/Retail · Call Center · Customer Care · Customer Service · Customer Support · Data Entry · English · Sales · Sales Support,https://wuzzuf.net/jobs/p/Tha0LNsIavVa-Italian-Offshore-Account-Representative-Hurghada-Mono-lingual-Concentrix-Red-Sea-Egypt?o=91&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
Technical Support Specialist - English Speakers.,Concentrix -,"6th of October, Giza, Egypt ",Full TimeEntry Level · 1+ Yrs of Exp · Customer Service/Support · Installation/Maintenance/Repair · IT/Software Development · Customer Care · Customer Service · Customer Support · Technical Support · English · IT · Microsoft Products,https://wuzzuf.net/jobs/p/Sb12sBY89F7L-Technical-Support-Specialist---English-Speakers-Concentrix-Giza-Egypt?o=92&l=sp&t=sj&a=c  |search-v3|hpb
,,,,
