job title,company name,location,skills,links
Mechanical Site Engineer,Intellipro for engineering solutions -,"Cairo, Egypt ",Full TimeEntry Level · 1 - 2 Yrs of Exp · Engineering - Mechanical/Electrical · Mechanical · Engineering · Mechatronic · Mechanical Engineering · Drawing · AutoCAD · Shop Drawings · Microsoft Office · Maintenance,https://wuzzuf.net/jobs/p/b8bRUtcX15qk-Mechanical-Site-Engineer-Intellipro-for-engineering-solutions-Cairo-Egypt?o=32&l=sp&t=sj&a=mechanical enginner|search-v3|hpb
Design Mechanical Engineer,Confidential -,"Sheraton, Cairo, Egypt ",Full TimeEntry Level · 1 - 2 Yrs of Exp · Creative/Design/Art · Engineering - Mechanical/Electrical · Engineering · Design · Communication · Communication skills · English · Information Technology (IT) · Mechanical Engineering · Skills,https://wuzzuf.net/jobs/p/PQRKVFAhK2kE-Design-Mechanical-Engineer-Cairo-Egypt?o=33&l=sp&t=sj&a=mechanical enginner|search-v3|hpb
Senior Tendering Engineer - Mechanical Background,Alhamd Contracting Company -,"Maadi, Cairo, Egypt ",Full TimeExperienced · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · MS Office · AutoCAD · Mechanical Engineering · Electrical Engineering · Leadership · Tendering · Software Development,https://wuzzuf.net/jobs/p/DL4TZeA2bcc2-Senior-Tendering-Engineer---Mechanical-Background-Alhamd-Contracting-Company-Cairo-Egypt?o=34&l=sp&t=sj&a=mechanical enginner|search-v3|hpb
Senior Site Mechanical Engineer,First Group -,"Hadayek October, Giza, Egypt ",Full TimeExperienced · 8 - 10 Yrs of Exp · Engineering - Mechanical/Electrical · Engineering · Mechanical Engineering · HVAC · AutoCAD · Plumbing · Microsoft Office · Computer Skills · Fire Fighting · Maintenance,https://wuzzuf.net/jobs/p/aLT4GiVKXSt9-Senior-Site-Mechanical-Engineer-First-Group-Giza-Egypt?o=35&l=sp&t=sj&a=mechanical enginner|search-v3|hpb
Mechanical Maintenance Engineer,Groupe- Atlantic -,"10th of Ramadan City, Cairo, Egypt ",Full TimeExperienced · 5 - 7 Yrs of Exp · Installation/Maintenance/Repair · Engineering - Mechanical/Electrical · Mechanical Engineering · Maintenance · Engineering · Electrical Engineering · Management · Mechanical · Equipment · Industrial,https://wuzzuf.net/jobs/p/X2ovSa1UjfWT-Mechanical-Maintenance-Engineer-Groupe--Atlantic-Cairo-Egypt?o=36&l=sp&t=sj&a=mechanical enginner|search-v3|hpb
Mechanical Procurement Engineer,Modern Structures & Equipment  -,"Dokki, Giza, Egypt ",Full TimeExperienced · 3 - 4 Yrs of Exp · Installation/Maintenance/Repair · Purchasing/Procurement · Engineering - Mechanical/Electrical · Civil Engineering · CAD · Microsoft Office · Engineering · English · Communication · Civil,https://wuzzuf.net/jobs/p/GTX7wKwm83OQ-Mechanical-Procurement-Engineer-Modern-Structures-Equipment-Giza-Egypt?o=37&l=sp&t=sj&a=mechanical enginner|search-v3|hpb
Senior Mechanical Procurement Engineer,GMC -,"Maadi, Cairo, Egypt ",Full TimeExperienced · 7 - 10 Yrs of Exp · Logistics/Supply Chain · Purchasing/Procurement · Engineering - Mechanical/Electrical · Engineering · Mechanical · Mechanical Engineering · Procurement · Electrical Engineering,https://wuzzuf.net/jobs/p/A4FvY91I4cUu-Senior-Mechanical-Procurement-Engineer-GMC-Cairo-Egypt?o=38&l=sp&t=sj&a=mechanical enginner|search-v3|hpb
Senior Mechanical BIM Engineer,BIM Works LLC -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 5+ Yrs of Exp · Engineering - Mechanical/Electrical · BIM · Engineering · GCC · Revit · Mechanical · Mechanical Engineering · English · AutoCAD · Communication,https://wuzzuf.net/jobs/p/LJbu0rDBiXHO-Senior-Mechanical-BIM-Engineer-BIM-Works-LLC-Cairo-Egypt?o=39&l=sp&t=sj&a=mechanical enginner|search-v3|hpb
Senior Mechanical Design Engineer (HVAC),GMC -,"Maadi, Cairo, Egypt ",Full TimeExperienced · 7 - 10 Yrs of Exp · Engineering - Construction/Civil/Architecture · Creative/Design/Art · Engineering - Mechanical/Electrical · Design · Construction · Drawing · Engineering · Mechanical · Mechanical Engineering · Revit,https://wuzzuf.net/jobs/p/VfVuB2ggAbXH-Senior-Mechanical-Design-Engineer-HVAC-GMC-Cairo-Egypt?o=40&l=sp&t=sj&a=mechanical enginner|search-v3|hpb
Mechanical Design Engineer,Qsource -,"Heliopolis, Cairo, Egypt ",Full TimeExperienced · 3 - 4 Yrs of Exp · Engineering - Mechanical/Electrical · Construction · Design · Engineering · Mechanical Engineering · architectural,https://wuzzuf.net/jobs/p/F7lOebrg4cwc-Mechanical-Design-Engineer-Qsource-Cairo-Egypt?o=41&l=sp&t=sj&a=mechanical enginner|search-v3|hpb
