job title,company name,location,skills,links
Online Teacher for (KG and Lower Elementary),Confidential -,"New Cairo, Cairo, Egypt ",Part TimeExperienced · 3 - 20 Yrs of Exp · Education/Teaching · Education · Teaching · English Teaching · Online Learning · Distance Learning · Teaching English as a Foreign  Language,https://wuzzuf.net/jobs/p/AgcxTYYRufq9-Online-Teacher-for-KG-and-Lower-Elementary-Cairo-Egypt?o=45&l=sp&t=sj&a=teacher|search-v3|hpb
,,,,
Elementary French teacher,New Generation International Schools  -,"Obour City, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · Education/Teaching · Education · french · Elementary · French teacher · French Teaching · Teacher · Teaching,https://wuzzuf.net/jobs/p/nt0uxWjck4mM-Elementary-French-teacher-New-Generation-International-Schools-Cairo-Egypt?o=46&l=sp&t=sj&a=teacher|search-v3|hpb
,,,,
Foundation Stage Teacher (Kindergarten Native Speakers Teachers),British Modern School -,"Badr City, Cairo, Egypt ",Full TimeExperienced · 3 - 6 Yrs of Exp · Education/Teaching · Training/Instructor · Classroom Management · Curriculum · Education · English · English Teaching · Schools · Teaching,https://wuzzuf.net/jobs/p/c16GH2opSTSe-Foundation-Stage-Teacher-Kindergarten-Native-Speakers-Teachers-British-Modern-School-Cairo-Egypt?o=47&l=sp&t=sj&a=teacher|search-v3|hpb
,,,,
Science Teacher (Elementary & Middle stage),British Modern School -,"Badr City, Cairo, Egypt ",Full TimeExperienced · 2 - 5 Yrs of Exp · Education/Teaching · Communication skills · Education · Science · English · Teaching,https://wuzzuf.net/jobs/p/vLZw1l4whYI7-Science-Teacher-Elementary-Middle-stage-British-Modern-School-Cairo-Egypt?o=48&l=sp&t=sj&a=teacher|search-v3|hpb
,,,,
Math teacher DP1 HL,Nefertari International School -,"Cairo, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · Education/Teaching · Education · Homeroom · Teacher · Maths · Ethics · School · Classroom · Students · Teaching,https://wuzzuf.net/jobs/p/cdSKtDfxYiRL-Math-teacher-DP1-HL-Nefertari-International-School-Cairo-Egypt?o=49&l=sp&t=sj&a=teacher|search-v3|hpb
,,,,
Homeroom Teacher,The International School of Elite Education -,"New Cairo, Cairo, Egypt ",Full TimeEntry Level · 1+ Yrs of Exp · Education/Teaching · Training/Instructor · Education · Homeroom · Teaching,https://wuzzuf.net/jobs/p/FVHA7NMFkZFv-Homeroom-Teacher-The-International-School-of-Elite-Education-Cairo-Egypt?o=50&l=sp&t=sj&a=teacher|search-v3|hpb
,,,,
German Teacher,Windrose Academy -,"Maadi, Cairo, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · Education/Teaching · Teaching · Education · Training · Microsoft Office · German · Smart Boards · Teaching Diploma · German Teaching · Computer Skills,https://wuzzuf.net/jobs/p/UoLG1oB3yPus-German-Teacher-Windrose-Academy-Cairo-Egypt?o=51&l=sp&t=sj&a=teacher|search-v3|hpb
,,,,
French Teacher,Windrose Academy -,"Maadi, Cairo, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · Education/Teaching · Education · Teaching · UK Cambridge Curriculum · School · French · Microsoft Office · Francais · French Language · French Teaching,https://wuzzuf.net/jobs/p/AFLAAq05Gr4w-French-Teacher-Windrose-Academy-Cairo-Egypt?o=52&l=sp&t=sj&a=teacher|search-v3|hpb
,,,,
CO Teacher,Creatives International Schools ( CIS ) -,"Sharqia, Egypt ",Full TimeExperienced · 4+ Yrs of Exp · Education/Teaching · Training/Instructor · Co-teacher · Education · English · Teaching,https://wuzzuf.net/jobs/p/OTVTPO2XTwUG-CO-Teacher-Creatives-International-Schools-CIS-Sharqia-Egypt?o=53&l=sp&t=sj&a=teacher|search-v3|hpb
,,,,
Homeroom Teacher,Creatives International Schools ( CIS ) -,"Sharqia, Egypt ",Full TimeExperienced · 4+ Yrs of Exp · Education/Teaching · Training/Instructor · Teacher · Teaching · Education · Computer Skills · English · Homeroom,https://wuzzuf.net/jobs/p/tHGyGa7NsINB-Homeroom-Teacher-Creatives-International-Schools-CIS-Sharqia-Egypt?o=54&l=sp&t=sj&a=teacher|search-v3|hpb
,,,,
Online English Teacher,OTO Courses -,"Maadi, Cairo, Egypt ",Full TimePart TimeWork From HomeEntry Level · 1 - 3 Yrs of Exp · Education/Teaching · Training/Instructor · British Accent · English · Education · English Teaching · Teaching · CELTA · Communication · ESP,https://wuzzuf.net/jobs/p/slkoB7h3X35i-Online-English-Teacher-OTO-Courses-Cairo-Egypt?o=55&l=sp&t=sj&a=teacher|search-v3|hpb
,,,,
British Curriculum Math Teacher / Cairo,Tyro -,"Cairo, Egypt ",Full TimeFreelance / ProjectWork From HomeEntry Level · 1+ Yrs of Exp · Education/Teaching · British Curriculum · Education · Mathematics · Math · middle school · School · Teaching · Online Education · Online Teaching,https://wuzzuf.net/jobs/p/CtL9vckgWMoW-British-Curriculum-Math-Teacher-Cairo-Tyro-Cairo-Egypt?o=56&l=sp&t=sj&a=teacher|search-v3|hpb
,,,,
English Teacher,Liwa Education  -,"Al Ain, United Arab Emirates ",Full TimeExperienced · 3 - 12 Yrs of Exp · Education/Teaching · Education · English Teaching · Educational · English · english language · American Curriculum · Teaching,https://wuzzuf.net/jobs/p/LyEsow8F8Ok9-English-Teacher-Liwa-Education-Al-Ain-United-Arab-Emirates?o=57&l=sp&t=sj&a=teacher|search-v3|hpb
,,,,
Kindergarten English Teacher,Tyro -,"Cairo, Egypt ",Full TimeFreelance / ProjectWork From HomeEntry Level · 1+ Yrs of Exp · Education/Teaching · Training/Instructor · Education · English · English Teaching · KG · nurseries · Teaching · Online Teaching,https://wuzzuf.net/jobs/p/Zl5mxDgomH63-Kindergarten-English-Teacher-Tyro-Cairo-Egypt?o=58&l=sp&t=sj&a=teacher|search-v3|hpb
,,,,
Middle & High School English Teacher - American Division,The International School of Elite Education -,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 5 - 10 Yrs of Exp · Education/Teaching · English · English Teaching · TEFL · Education · CELTA · english language · School · Teaching,https://wuzzuf.net/jobs/p/L53jXbucPdbm-Middle-High-School-English-Teacher---American-Division-The-International-School-of-Elite-Education-Cairo-Egypt?o=59&l=sp&t=sj&a=teacher|search-v3|hpb
,,,,
Business & Management Teacher (French Speaker),Groupe Oasis Scolaire -,"Maadi, Cairo, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · Education/Teaching · Teaching · Education · Economic Management · French · English · Business & Management Teaching · Arabic · Teaching Diploma,https://wuzzuf.net/jobs/p/HfwjJCyFlQgO-Business-Management-Teacher-French-Speaker-Groupe-Oasis-Scolaire-Cairo-Egypt?o=60&l=sp&t=sj&a=teacher|search-v3|hpb
,,,,
Pre-school French Teacher,Leap Development Hub -,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 2 - 3 Yrs of Exp · Education/Teaching · Teaching · Education · Nursery · School · French,https://wuzzuf.net/jobs/p/LZpcOd8SCf1J-Pre-school-French-Teacher-Leap-Development-Hub-Cairo-Egypt?o=91&l=sp&t=sj&a=teacher|search-v3|hpb
,,,,
Assistant German Teacher,The Baby Academy -,"Heliopolis, Cairo, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · Education/Teaching · Education · Teaching · Communication Skills,https://wuzzuf.net/jobs/p/xei4sLWOm11Q-Assistant-German-Teacher-The-Baby-Academy-Cairo-Egypt?o=92&l=sp&t=sj&a=teacher|search-v3|hpb
,,,,
Seniors English Teacher,Juniors Academy -,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 2 - 5 Yrs of Exp · Education/Teaching · Curriculum · Education · English · Preschool · Teaching · English Teaching · English Education,https://wuzzuf.net/jobs/p/Wj2MPfjKK1VW-Seniors-English-Teacher-Juniors-Academy-Cairo-Egypt?o=93&l=sp&t=sj&a=teacher|search-v3|hpb
,,,,
Pre-KG Teacher,Sama International College -,"Shorouk City, Cairo, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · Education/Teaching · Education · Homeroom Teacher · Teacher · Homeroom · Computer Skills · School · Preschool · English · Kindergarten,https://wuzzuf.net/jobs/p/YRm2ejq5WDxo-Pre-KG-Teacher-Sama-International-College-Cairo-Egypt?o=94&l=sp&t=sj&a=teacher|search-v3|hpb
,,,,
Grade 1 Homeroom Teacher - Native or Bilingual,Modern American School of Egypt 2000 -,"New Cairo, Cairo, Egypt ",Full TimeEntry Level · 1 - 10 Yrs of Exp · Education/Teaching · American Curriculum · Education · English · Teaching · K-12,https://wuzzuf.net/jobs/p/KExXPnFHKUrQ-Grade-1-Homeroom-Teacher---Native-or-Bilingual-Modern-American-School-of-Egypt-2000-Cairo-Egypt?o=95&l=sp&t=sj&a=teacher|search-v3|hpb
,,,,
Homeroom Teacher,Egypt school -,"Hadayek Alahram, Giza, Egypt ",Full TimeEntry Level · 1+ Yrs of Exp · Education/Teaching · Homeroom · Education · Teaching · English,https://wuzzuf.net/jobs/p/YOupBQkareLu-Homeroom-Teacher-Egypt-school-Giza-Egypt?o=96&l=sp&t=sj&a=teacher|search-v3|hpb
,,,,
English Teacher - Giza,Egypt school -,"Hadayek Alahram, Giza, Egypt ",Full TimeExperienced · 2+ Yrs of Exp · Education/Teaching · English · English Teaching · primary · Teaching · Education,https://wuzzuf.net/jobs/p/cddQIXgQOlOs-English-Teacher---Giza-Egypt-school-Giza-Egypt?o=97&l=sp&t=sj&a=teacher|search-v3|hpb
,,,,
English Instructor - Maadi,4level1 -,"Maadi, Cairo, Egypt ",Full TimePart TimeEntry Level · 1 - 2 Yrs of Exp · Education/Teaching · Training/Instructor · Startup · Education · Teaching · Training · ESL · English · Skills · pronunciation,https://wuzzuf.net/jobs/p/ZVr0ed1mM6qg-English-Instructor---Maadi-4level1-Cairo-Egypt?o=98&l=sp&t=sj&a=teacher|search-v3|hpb
,,,,
